期刊缩写,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score,JCR分区,2019年文章数,出版国家,出版周期
J Aapos,JOURNAL OF AAPOS,2930,1.339,0.00354,Q3/Q4,154,美国,双月刊
Rev Soc Bras Med Tro,Revista da Sociedade Brasileira de Medicina Tropical,2777,1.339,0.00362,Q3,181,巴西,双月刊
Stand Genomic Sci,Standards in Genomic Sciences,1329,1.339,0.0027,Q4,0,美国,
Discrete Cont Dyn-A,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,4189,1.338,0.01619,Q1/Q2,299,UNITED STATES,双月刊
Eklem Hast Cerrahisi,Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery,279,1.338,0.00036,Q3,52,土耳其,三年刊
Int J Netw Manag,International Journal of Network Management,295,1.338,0.00049,Q4,23,英国,双月刊
J Complexity,JOURNAL OF COMPLEXITY,1052,1.338,0.00193,Q1/Q2,39,美国,季刊
J Electrochem Sci Te,Journal of Electrochemical Science and Technology,261,1.338,0.00032,Q4,48,韩国,
Trop Plant Pathol,Tropical Plant Pathology,761,1.338,0.0012,Q3,61,巴西,
Z Gastroenterol,ZEITSCHRIFT FUR GASTROENTEROLOGIE,1322,1.338,0.00124,Q4,79,德国,月刊
Aip Adv,AIP Advances,11944,1.337,0.02872,Q4,1445,美国,
Child Fam Soc Work,Child & Family Social Work,1709,1.337,0.00194,Q2,71,,
Int J Artif Organs,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,2031,1.337,0.00197,Q4,84,意大利,月刊
Plant Mol Biol Rep,PLANT MOLECULAR BIOLOGY REPORTER,3045,1.336,0.0026,Q3/Q4,39,美国,季刊
Coronary Artery Dis,CORONARY ARTERY DISEASE,1637,1.335,0.0022,Q4,85,美国,双月刊
Labour Econ,LABOUR ECONOMICS,3051,1.335,0.00646,Q3,80,,
Nucl Med Commun,NUCLEAR MEDICINE COMMUNICATIONS,2906,1.334,0.00312,Q4,164,美国,月刊
Crit Anthropol,CRITIQUE OF ANTHROPOLOGY,581,1.333,0.00061,Q2,22,,
Clin Psychol-UK,Clinical Psychologist,358,1.333,0.00066,Q3/Q4,28,英国,
Int J Phys Model Geo,International Journal of Physical Modelling in Geotechnics,330,1.333,0.00053,Q4,24,英国,
J Crim Law Crim,JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,1491,1.333,0.00062,Q2,12,,
J Wood Sci,JOURNAL OF WOOD SCIENCE,2331,1.333,0.0014,Q2/Q3,66,日本,双月刊
J Public Transport,Journal of Public Transportation,701,1.333,0.00059,Q4,0,,
Laser Phys,LASER PHYSICS,3148,1.333,0.00402,Q4,259,俄国,双月刊
Libr Collect Acquis,LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,107,1.333,0.00011,Q3,0,,
New Dir Child Adoles,New Directions for Child and Adolescent Development,1405,1.333,0.00156,Q4,31,,
Trop Anim Health Pro,TROPICAL ANIMAL HEALTH AND PRODUCTION,4024,1.333,0.00408,Q2/Q3,321,荷兰,双月刊
Ther Hypothermia Tem,Therapeutic Hypothermia and Temperature Management,203,1.333,0.00065,Q4,17,美国,
Asce-Asme J Risk U A,ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,200,1.331,0.00063,Q3,24,,
Biodivers Data J,Biodiversity Data Journal,622,1.331,0.00238,Q3,99,,
Inquiry-J Health Car,INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,719,1.331,0.00133,Q4,76,美国,季刊
Ophthal Plast Recons,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,3350,1.331,0.00293,Q3/Q4,139,美国,双月刊
Bit,BIT NUMERICAL MATHEMATICS,2100,1.33,0.00349,Q2/Q3,44,荷兰,季刊
Int J Ophthalmol-Chi,International Journal of Ophthalmology,2259,1.33,0.00492,Q4,279,中国,
Macromol React Eng,Macromolecular Reaction Engineering,749,1.33,0.00078,Q3/Q4,28,,
Neotrop Entomol,NEOTROPICAL ENTOMOLOGY,2079,1.33,0.00172,Q2,103,巴西,双月刊
Palynology,PALYNOLOGY,781,1.33,0.00087,Q3,44,美国,年刊
Scanning,SCANNING,1398,1.33,0.00122,Q3/Q4,22,美国,双月刊
Semin Oncol Nurs,Seminars in Oncology Nursing,946,1.33,0.00116,Q3/Q4,71,,
Foreign Pol Anal-US,Foreign Policy Analysis,562,1.329,0.00132,Q2,31,,
J Cult Econ-UK,Journal of Cultural Economy,493,1.329,0.0011,Q1/Q2/Q3,35,,
Int J Mob Commun,International Journal of Mobile Communications,507,1.328,0.00033,Q3,34,,
J Moral Educ,JOURNAL OF MORAL EDUCATION,891,1.328,0.00071,Q3,29,,
J Soc Soc Work Res,Journal of the Society for Social Work and Research,375,1.328,0.00077,Q2,29,,
Mires Peat,Mires and Peat,508,1.328,0.00077,Q4,56,英国,
Plant Syst Evol,PLANT SYSTEMATICS AND EVOLUTION,4349,1.328,0.003,Q3/Q4,76,奥地利,月刊
Tsinghua Sci Technol,TSINGHUA SCIENCE AND TECHNOLOGY,1149,1.328,0.00102,Q3/Q4,63,中国,
Arab J Geosci,Arabian Journal of Geosciences,6325,1.327,0.01118,Q4,788,沙特阿拉伯,季刊
J Tour Cult Change,Journal of Tourism and Cultural Change,357,1.327,0.00027,Q4,43,,
Mobilization,Mobilization,892,1.327,0.00142,Q3,25,,
Rev Mex Cienc Pecu,Revista Mexicana de Ciencias Pecuarias,598,1.327,0.00068,Q3,70,墨西哥,
Appl Psych Meas,APPLIED PSYCHOLOGICAL MEASUREMENT,4522,1.326,0.00176,Q3,43,,
Int J Technol Des Ed,INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,785,1.326,0.00055,Q3,59,荷兰,三年刊
Int J Bus Commun,International Journal of Business Communication,177,1.326,0.00038,Q3/Q4,25,,
J Cancer Res Ther,Journal of Cancer Research and Therapeutics,2972,1.326,0.0048,Q4,302,印度,季刊
Korean J Orthod,Korean Journal of Orthodontics,532,1.326,0.00094,Q4,42,韩国,
Wounds,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,1094,1.326,0.00136,Q3/Q4,74,美国,月刊
Am Econ J-Microecon,American Economic Journal-Microeconomics,1068,1.325,0.0086,Q3,30,,
Inform Visual,Information Visualization,620,1.325,0.00058,Q3,26,英国,季刊
J Insect Sci,JOURNAL OF INSECT SCIENCE,2806,1.325,0.00367,Q2,132,美国,不定期
J Seismol,JOURNAL OF SEISMOLOGY,1544,1.325,0.00208,Q3,80,荷兰,季刊
J Waterw Port Coast,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,2393,1.325,0.00184,Q3,46,美国,双月刊
J Energ Mater,Journal of Energetic Materials,686,1.325,0.00067,Q3/Q4,39,美国,季刊
B Am Math Soc,BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,4928,1.324,0.00204,Q1,13,美国,季刊
Plant Soil Environ,PLANT SOIL AND ENVIRONMENT,2337,1.324,0.00162,Q2,87,捷克共和国,月刊
Aust Nz J Criminol,AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY,694,1.323,0.00064,Q3,30,,
Cir Espan,CIRUGIA ESPANOLA,783,1.323,0.00109,Q3,60,西班牙,月刊
J Build Phys,Journal of Building Physics,523,1.323,0.00038,Q3,27,英国,季刊
Wien Klin Wochenschr,WIENER KLINISCHE WOCHENSCHRIFT,2126,1.323,0.00244,Q3,103,奥地利,月刊
Art Psychother,ARTS IN PSYCHOTHERAPY,1088,1.322,0.0007,Q3,59,,
Commun Theor Phys,COMMUNICATIONS IN THEORETICAL PHYSICS,2567,1.322,0.00296,Q3,177,中国,月刊
Eng Computation,ENGINEERING COMPUTATIONS,2127,1.322,0.00206,Q3/Q4,145,威尔士,季刊
Endokrynol Pol,Endokrynologia Polska,865,1.322,0.00104,Q4,66,波兰,双月刊
J Dent Educ,JOURNAL OF DENTAL EDUCATION,3124,1.322,0.00172,Q4,126,美国,月刊
J Hymenopt Res,JOURNAL OF HYMENOPTERA RESEARCH,574,1.322,0.00097,Q2,51,加拿大,半年刊
Mar Geod,MARINE GEODESY,1084,1.322,0.00096,Q3/Q4,25,美国,季刊
Cin-Comput Inform Nu,CIN-COMPUTERS INFORMATICS NURSING,935,1.321,0.00128,Q3/Q4,66,美国,双月刊
Radiat Environ Bioph,RADIATION AND ENVIRONMENTAL BIOPHYSICS,1332,1.321,0.00133,Q3/Q4,52,德国,季刊
Aust Health Rev,Australian Health Review,1630,1.32,0.00244,Q4,100,澳大利亚,季刊
Qual Eng,Quality Engineering,935,1.32,0.00093,Q2/Q3,43,美国,
Radiochim Acta,RADIOCHIMICA ACTA,2763,1.32,0.00148,Q2/Q3,93,德国,月刊
Singapore J Trop Geo,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,629,1.32,0.0006,Q3,25,,
Biotechnol Agron Soc,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,656,1.319,0.00069,Q2/Q4,23,比利时,季刊
Int J Commun Syst,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,1916,1.319,0.00282,Q3/Q4,264,英国,月刊
J Water Supply Res T,JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,1227,1.319,0.00092,Q3,69,英国,双月刊
Twin Res Hum Genet,Twin Research and Human Genetics,2060,1.319,0.00222,Q4,100,澳大利亚,双月刊
J Math Log,Journal of Mathematical Logic,138,1.318,0.00102,Q1,13,新加坡,半年刊
Psychol Rundsch,PSYCHOLOGISCHE RUNDSCHAU,251,1.318,0.00021,Q3,5,,
Adv Steel Constr,Advanced Steel Construction,367,1.317,0.00041,Q3,45,中国,季刊
Comput Econ,Computational Economics,985,1.317,0.00135,Q3/Q4,131,荷兰,双月刊
Fam Relat,FAMILY RELATIONS,3138,1.317,0.00192,Q2,41,,
J Math Phys,JOURNAL OF MATHEMATICAL PHYSICS,17280,1.317,0.01908,Q2,447,美国,月刊
Protein J,PROTEIN JOURNAL,844,1.317,0.00096,Q4,64,美国,双月刊
Electron Lett,ELECTRONICS LETTERS,18507,1.316,0.01831,Q3,584,英国,双月刊
High Pressure Res,HIGH PRESSURE RESEARCH,1676,1.315,0.00194,Q3,49,英国,季刊
J Commun Disord,JOURNAL OF COMMUNICATION DISORDERS,1954,1.315,0.00172,Q2/Q3,52,美国,
J Phase Equilib Diff,JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,2840,1.315,0.00138,Q3/Q4,71,美国,双月刊
Melb Univ Law Rev,Melbourne University Law Review,561,1.315,0.00031,Q2,26,,
Prehosp Disaster Med,Prehospital and Disaster Medicine,1758,1.315,0.00239,Q3,95,,
SIAM J Financ Math,SIAM Journal on Financial Mathematics,525,1.315,0.00224,Q3,27,美国,
Vascular,Vascular,926,1.315,0.00176,Q4,86,加拿大,双月刊
ELT J,ELT Journal,1548,1.314,0.00095,Q2/Q3,38,,
Int Ophthalmol,INTERNATIONAL OPHTHALMOLOGY,2350,1.314,0.00354,Q4,292,荷兰,
Inverse Probl Sci En,INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,977,1.314,0.00196,Q3,79,英国,双月刊
Oil Shale,OIL SHALE,453,1.314,0.00029,Q2/Q4,34,爱沙尼亚,季刊
An Pediatr,ANALES DE PEDIATRIA,1166,1.313,0.00119,Q3,96,西班牙,月刊
Strain,STRAIN,1205,1.313,0.00104,Q3,31,英国,
Korean J Parasitol,KOREAN JOURNAL OF PARASITOLOGY,1784,1.311,0.00216,Q3,96,韩国,季刊
Kinet Relat Mod,Kinetic and Related Models,604,1.311,0.00207,Q1/Q2,53,美国,季刊
Read Teach,READING TEACHER,1500,1.311,0.00088,Q3,51,,
Afr J Range for Sci,AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,443,1.31,0.00067,Q3/Q4,18,南非,三年刊
J Child Fam Stud,Journal of Child and Family Studies,4963,1.31,0.01031,Q3/Q4,302,,
Pharmacogn Mag,Pharmacognosy Magazine,1930,1.31,0.00249,Q4,178,印度,季刊
Trends Glycosci Glyc,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,242,1.31,0.00037,Q4,60,日本,双月刊
ACM T Archit Code Op,ACM Transactions on Architecture and Code Optimization,677,1.309,0.00146,Q3/Q4,85,美国,季刊
IEEE T Plasma Sci,IEEE TRANSACTIONS ON PLASMA SCIENCE,10288,1.309,0.01047,Q3,714,美国,双月刊
Theor Psychol,THEORY & PSYCHOLOGY,1143,1.309,0.00095,Q3,45,,
Empir Econ,Empirical Economics,2537,1.308,0.00338,Q3,167,,
Ophthalmic Genet,OPHTHALMIC GENETICS,1022,1.308,0.00218,Q4,82,美国,季刊
Tomography,Tomography,355,1.308,0.00134,Q4,42,,
Australas J Ageing,AUSTRALASIAN JOURNAL ON AGEING,1163,1.307,0.00149,Q3/Q4,66,澳大利亚,季刊
Carpath J Earth Env,Carpathian Journal of Earth and Environmental Sciences,612,1.307,0.00061,Q4,50,罗马尼亚,半年刊
J Thermophys Heat Tr,JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER,2671,1.307,0.0017,Q4,81,美国,季刊
J Aust Ceram Soc,Journal of the Australian Ceramic Society,498,1.307,0.00051,Q2,129,,
Brit Dent J,BRITISH DENTAL JOURNAL,5453,1.306,0.00382,Q4,241,英国,双月刊
Bangl J Pharmacol,Bangladesh Journal of Pharmacology,557,1.306,0.00063,Q4,25,孟加拉国,半年刊
Brit J Relig Educ,British Journal of Religious Education,462,1.306,0.00015,Q3,33,,
J Aquat Anim Health,JOURNAL OF AQUATIC ANIMAL HEALTH,1223,1.306,0.00058,Q2/Q3,37,美国,季刊
J Comb Theory B,JOURNAL OF COMBINATORIAL THEORY SERIES B,3027,1.306,0.00614,Q1,88,美国,双月刊
J Low Genit Tract Di,Journal of Lower Genital Tract Disease,1096,1.306,0.00178,Q4,52,美国,季刊
Radio Sci,RADIO SCIENCE,4888,1.305,0.00336,Q3/Q4,74,美国,双月刊
Asian Econ Policy R,Asian Economic Policy Review,224,1.304,0.00034,Q3,11,,
J Dyn Syst-T Asme,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,4562,1.304,0.00364,Q3,207,美国,双月刊
J Oleo Sci,Journal of Oleo Science,2148,1.304,0.00221,Q3,137,日本,月刊
Rev Clin Esp,REVISTA CLINICA ESPANOLA,650,1.304,0.00072,Q3,52,西班牙,月刊
Pace,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,5012,1.303,0.00573,Q4,146,美国,月刊
Theor Biosci,THEORY IN BIOSCIENCES,542,1.303,0.0004,Q3,21,德国,三年刊
Communications-Ger,Communications-European Journal of Communication Research,484,1.302,0.00052,Q3,20,,
J Forensic Leg Med,Journal of Forensic and Legal Medicine,1952,1.302,0.00341,Q3,140,英国,
Sahara J-J Soc Asp H,Sahara J-Journal of Social Aspects of HIV-AIDS,354,1.3,0.00049,Q3/Q4,6,,
Semin Plast Surg,Seminars in Plastic Surgery,829,1.3,0.00083,Q3,39,美国,
Can J Aging,CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,1156,1.299,0.0012,Q3,41,,
Child Nerv Syst,CHILDS NERVOUS SYSTEM,5893,1.298,0.00597,Q3/Q4,304,德国,月刊
Fund Inform,FUNDAMENTA INFORMATICAE,1858,1.298,0.0037,Q2/Q3,107,波兰,月刊
J Sociol,JOURNAL OF SOCIOLOGY,988,1.298,0.00132,Q3,44,,
Mar Biol Res,Marine Biology Research,1366,1.298,0.00219,Q3,47,挪威,双月刊
Shock Vib,SHOCK AND VIBRATION,3682,1.298,0.00602,Q3/Q4,503,美国,双月刊
Health Secur,Health Security,257,1.297,0.00123,Q3,50,,
Popul Ecol,POPULATION ECOLOGY,1184,1.297,0.00164,Q3,40,日本,三年刊
Rev Lat-Am Enferm,Revista Latino-Americana de Enfermagem,2433,1.297,0.00199,Q3,121,巴西,
Soc Incl,Social Inclusion,531,1.297,0.00137,Q2,95,,
Philos Sci,PHILOSOPHY OF SCIENCE,3558,1.296,0.00276,Q1/Q2,77,美国,双月刊
Clin Neuropharmacol,CLINICAL NEUROPHARMACOLOGY,1926,1.295,0.00119,Q4,51,美国,双月刊
Ethnicities,Ethnicities,949,1.295,0.00131,Q3,57,,
J Aging Stud,JOURNAL OF AGING STUDIES,1933,1.295,0.00177,Q3,34,,
J Contemp Ethnogr,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,1221,1.295,0.00104,Q3/Q4,32,,
Med Prin Pract,MEDICAL PRINCIPLES AND PRACTICE,1924,1.295,0.00239,Q3,89,科威特,双月刊
Rev Esp Doc Cient,Revista Espanola de Documentacion Cientifica,415,1.295,0.00021,Q3,29,,
Contrib Nephrol,Contributions to Nephrology,1305,1.294,0.00118,Q4,32,瑞士,三年刊
Doc Ophthalmol,DOCUMENTA OPHTHALMOLOGICA,1756,1.294,0.00178,Q4,47,荷兰,双月刊
Libyan J Med,Libyan Journal of Medicine,370,1.294,0.00041,Q3,16,利比亚,季刊
P Romanian Acad A,Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science,406,1.294,0.00069,Q3,48,,
Semin Musculoskel R,SEMINARS IN MUSCULOSKELETAL RADIOLOGY,930,1.294,0.00122,Q4,61,美国,季刊
Appl Neuropsych-Chil,Applied Neuropsychology-Child,310,1.293,0.00094,Q4,30,美国,
J Mech,JOURNAL OF MECHANICS,775,1.293,0.00088,Q4,74,中国台湾,季刊
Vet Res Commun,VETERINARY RESEARCH COMMUNICATIONS,1813,1.293,0.00068,Q2,22,荷兰,双月刊
Atom Spectrosc,ATOMIC SPECTROSCOPY,377,1.292,0.00021,Q3,22,美国,双月刊
Community Ment Hlt J,COMMUNITY MENTAL HEALTH JOURNAL,2732,1.292,0.00395,Q3/Q4,161,,
Cardiol Res Pract,Cardiology Research and Practice,833,1.292,0.00136,Q4,76,,
Commun Sport,Communication & Sport,376,1.292,0.00066,Q3/Q4,37,,
Lang Intercult Comm,Language and Intercultural Communication,457,1.292,0.00066,Q2,33,,
Music Percept,MUSIC PERCEPTION,1716,1.292,0.00094,Q4,15,,
Psychol Sex,Psychology & Sexuality,386,1.292,0.00081,Q3,27,,
Russ J Math Phys,RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,500,1.292,0.00076,Q3,50,俄国,季刊
Cryptogr Commun,Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,301,1.291,0.00182,Q2/Q3,83,美国,
Int Math Res Notices,INTERNATIONAL MATHEMATICS RESEARCH NOTICES,4436,1.291,0.027,Q1,237,英国,不定期
Iran J Public Health,Iranian Journal of Public Health,2672,1.291,0.00361,Q3/Q4,249,伊朗,
J Foramin Res,JOURNAL OF FORAMINIFERAL RESEARCH,1598,1.291,0.00069,Q3,27,美国,季刊
Brit J Neurosurg,BRITISH JOURNAL OF NEUROSURGERY,3173,1.29,0.00331,Q4,156,英国,双月刊
Geol Croat,GEOLOGIA CROATICA,479,1.29,0.00024,Q2,29,克罗地亚,三年刊
IET Circ Device Syst,IET Circuits Devices & Systems,794,1.29,0.0011,Q4,141,英国,双月刊
JAVMA-J Am Vet Med A,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,11697,1.29,0.00551,Q2,142,美国,双月刊
Creativity Res J,CREATIVITY RESEARCH JOURNAL,2654,1.289,0.00155,Q3,33,,
Eurasip J Audio Spee,EURASIP Journal on Audio Speech and Music Processing,360,1.289,0.00053,Q3/Q4,24,美国,
Fam Syst Health,Families Systems & Health,905,1.289,0.00129,Q3/Q4,34,美国,
Geotech Test J,GEOTECHNICAL TESTING JOURNAL,2650,1.289,0.00238,Q4,74,美国,季刊
Linguist Educ,Linguistics and Education,861,1.289,0.00107,Q2/Q3,46,,
Mind Brain Educ,Mind Brain and Education,670,1.289,0.00097,Q3/Q4,29,,
Secur Commun Netw,Security and Communication Networks,2211,1.288,0.00378,Q4,183,英国,双月刊
Wash Quart,WASHINGTON QUARTERLY,693,1.288,0.00113,Q2,39,,
Fixed Point Theor-Ro,Fixed Point Theory,465,1.287,0.00077,Q1/Q2,48,罗马尼亚,半年刊
Int J Geom Methods M,INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,1597,1.287,0.00319,Q3,215,新加坡,双月刊
J Int Med Res,JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,4100,1.287,0.00468,Q4,655,英国,双月刊
J Ornithol,JOURNAL OF ORNITHOLOGY,2794,1.286,0.00351,Q2,112,德国,季刊
J Orofac Orthop,Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,842,1.286,0.00095,Q4,29,德国,双月刊
Soc Psychol Quart,SOCIAL PSYCHOLOGY QUARTERLY,3383,1.286,0.00149,Q3,21,,
Terminology,Terminology,147,1.286,0.00023,Q2,9,,
J Comput Assist Tomo,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,4973,1.285,0.0036,Q4,150,美国,双月刊
Math Biosci Eng,Mathematical Biosciences and Engineering,1298,1.285,0.00168,Q4,419,美国,季刊
Regul Chaotic Dyn,REGULAR & CHAOTIC DYNAMICS,837,1.285,0.00178,Q2/Q3/Q4,42,俄国,双月刊
Samj S Afr Med J,SAMJ SOUTH AFRICAN MEDICAL JOURNAL,4300,1.285,0.00504,Q3,191,南非,月刊
Transfus Apher Sci,TRANSFUSION AND APHERESIS SCIENCE,1947,1.285,0.00305,Q4,145,英国,双月刊
Ann Oto Rhinol Laryn,ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,6931,1.284,0.00407,Q3,184,美国,月刊
Herpetologica,HERPETOLOGICA,2524,1.284,0.00109,Q2,32,美国,季刊
B Geosci,BULLETIN OF GEOSCIENCES,692,1.283,0.00086,Q3/Q4,25,捷克共和国,季刊
Ground Water Monit R,GROUND WATER MONITORING AND REMEDIATION,822,1.283,0.00047,Q4,27,美国,季刊
J Fire Sci,JOURNAL OF FIRE SCIENCES,959,1.283,0.00055,Q3/Q4,20,英国,双月刊
J Med Imag Radiat on,Journal of Medical Imaging and Radiation Oncology,1255,1.283,0.00203,Q4,112,澳大利亚,双月刊
Obstet Gynecol Surv,OBSTETRICAL & GYNECOLOGICAL SURVEY,1897,1.282,0.00178,Q4,36,美国,月刊
P I Mech Eng H,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,2601,1.282,0.00234,Q4,120,英国,双月刊
Quantum Inf Comput,QUANTUM INFORMATION & COMPUTATION,1679,1.282,0.00255,Q3/Q4,37,美国,双月刊
Thorac Surg Clin,Thoracic Surgery Clinics,913,1.282,0.00156,Q4,48,美国,
Cogn Neuropsychiatry,Cognitive Neuropsychiatry,914,1.281,0.00109,Q3/Q4,34,英国,
Decis Anal,Decision Analysis,388,1.281,0.00059,Q4,17,,
Gynecol Obstet Inves,GYNECOLOGIC AND OBSTETRIC INVESTIGATION,2214,1.281,0.00201,Q4,75,瑞士,双月刊
Int J Health Serv,INTERNATIONAL JOURNAL OF HEALTH SERVICES,1569,1.281,0.00179,Q4,47,美国,季刊
Semin Pediatr Neurol,Seminars in Pediatric Neurology,1086,1.281,0.00136,Q3/Q4,41,美国,
Wash Law Rev,WASHINGTON LAW REVIEW,538,1.281,0.00129,Q1,0,,
An Acad Bras Cienc,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,3451,1.28,0.00421,Q3,299,巴西,季刊
Int Fem J Polit,International Feminist Journal of Politics,946,1.28,0.0016,Q2/Q3,41,,
J Chromatogr Sci,JOURNAL OF CHROMATOGRAPHIC SCIENCE,3317,1.28,0.00273,Q4,113,美国,月刊
J Syst Sci Syst Eng,Journal of Systems Science and Systems Engineering,604,1.28,0.00045,Q3,41,德国,季刊
Innovation-Abingdon,Innovation-The European Journal of Social Science Research,613,1.279,0.00061,Q3,21,,
J Motor Behav,JOURNAL OF MOTOR BEHAVIOR,2375,1.279,0.00148,Q4,69,美国,季刊
J Geosci-Czech,Journal of Geosciences,350,1.279,0.00055,Q3/Q4,17,捷克共和国,
Commun Contemp Math,COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,1177,1.278,0.00574,Q1/Q2,82,新加坡,双月刊
Folia Neuropathol,FOLIA NEUROPATHOLOGICA,719,1.278,0.00072,Q4,39,波兰,季刊
J Pediatr Endocr Met,JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,2985,1.278,0.00371,Q3/Q4,192,英国,月刊
Law Policy,Law & Policy,686,1.278,0.00063,Q2,20,,
Rev J Autism Dev Dis,Review Journal of Autism and Developmental Disorders,362,1.278,0.0013,Q4,27,,
J Cryptol,JOURNAL OF CRYPTOLOGY,1486,1.277,0.00078,Q2/Q3/Q4,36,美国,季刊
J Interv Card Electr,JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,1507,1.277,0.00324,Q4,119,荷兰,季刊
Market Lett,MARKETING LETTERS,2417,1.277,0.00196,Q4,24,,
Epileptic Disord,EPILEPTIC DISORDERS,1383,1.276,0.00245,Q4,76,法国,季刊
Intell Autom Soft Co,INTELLIGENT AUTOMATION AND SOFT COMPUTING,651,1.276,0.00059,Q3/Q4,75,美国,季刊
Allelopathy J,ALLELOPATHY JOURNAL,857,1.275,0.00038,Q3,63,印度,季刊
Adv Calc Var,Advances in Calculus of Variations,231,1.275,0.00144,Q1/Q2,19,德国,
Front Comput Sci-Chi,Frontiers of Computer Science,825,1.275,0.00177,Q3/Q4,87,中国,
Mind Lang,MIND & LANGUAGE,1372,1.275,0.00087,Q2/Q4,36,,
Span J Financ Accoun,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,253,1.275,0.00019,Q3,21,,
Int Migr,INTERNATIONAL MIGRATION,2019,1.274,0.00227,Q3,124,,
J Nurs Admin,JOURNAL OF NURSING ADMINISTRATION,2652,1.274,0.00221,Q3,97,美国,月刊
Or Spectrum,OR SPECTRUM,1730,1.274,0.00183,Q3,34,德国,季刊
Acta Sociol,ACTA SOCIOLOGICA,1123,1.273,0.00095,Q3,27,,
Curr Med Sci,Current Medical Science,206,1.273,0.0005,Q4,146,,
Front Life Sci,Frontiers in Life Science,315,1.273,0.00063,Q3,3,英国,
J Astrophys Astron,JOURNAL OF ASTROPHYSICS AND ASTRONOMY,572,1.273,0.00115,Q3,50,印度,季刊
J Solution Chem,JOURNAL OF SOLUTION CHEMISTRY,3439,1.273,0.00179,Q4,99,美国,月刊
Perspect Psychiatr C,PERSPECTIVES IN PSYCHIATRIC CARE,721,1.273,0.00094,Q3/Q4,98,美国,季刊
Small Ruminant Res,SMALL RUMINANT RESEARCH,6597,1.273,0.00448,Q3,224,荷兰,月刊
J Sustain Forest,Journal of Sustainable Forestry,634,1.272,0.00076,Q3,51,,
Adv Mater Sci Eng,Advances in Materials Science and Engineering,4409,1.271,0.00756,Q4,469,美国,
Ann Public Coop Econ,Annals of Public and Cooperative Economics,546,1.271,0.00042,Q3,31,,
Braz J Biol,BRAZILIAN JOURNAL OF BIOLOGY,2704,1.271,0.00266,Q3,92,巴西,季刊
Clim Chang Econ,Climate Change Economics,352,1.271,0.00095,Q3/Q4,17,,
Hum Factor Ergon Man,Human Factors and Ergonomics in Manufacturing & Service Industries,519,1.271,0.00069,Q4,47,美国,双月刊
Int J Occup Env Heal,INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,1040,1.271,0.00132,Q3/Q4,0,美国,季刊
Quant Econ,Quantitative Economics,530,1.271,0.00578,Q3,47,,
