Journal,年份,ISSN/EISSN,Review,OA Journal Index（OAJ）,Open Access,Web of Science,标注,大类,大类分区,Top,小类1,小类1分区,小类2,小类2分区,小类3,小类3分区,小类4,小类4分区,小类5,小类5分区,小类6,小类6分区
International Review of Social Psychology,2025,2397-8570/2397-8570,否,否,是,SSCI,,心理学,3 [297/657],否," PSYCHOLOGY, SOCIAL 心理学：社会",4 [46/76],,,,,,,,,,
International Review of Sociology-Revue Internationale de Sociologie,2025,0390-6701/1469-9273,否,否,否,ESCI,,社会学,4 [1038/2039],否, SOCIOLOGY 社会学,4 [150/216],,,,,,,,,,
International Review of Sport and Exercise Psychology,2025,1750-984X/1750-9858,是,否,否,SSCI,,心理学,1 [11/657],是," HOSPITALITY, LEISURE, SPORT & TOURISM 酒店、休闲、体育与旅游",1 [1/139]," PSYCHOLOGY, APPLIED 心理学：应用",1 [2/112],,,,,,,,
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,2025,0351-5796/0351-5796,否,否,否,AHCI,,艺术学,4 [299/484],否, MUSIC 音乐,4 [87/110],,,,,,,,,,
International Review of the Red Cross,2025,1816-3831/1607-5889,否,否,否,SSCI,,社会学,4 [765/2039],否, LAW 法学,4 [131/427],,,,,,,,,,
International Review of Victimology,2025,0269-7580/2047-9433,否,否,否,ESCI,,社会学,3 [432/2039],否, CRIMINOLOGY & PENOLOGY 犯罪学与刑罚学,3 [31/111],,,,,,,,,,
International Review on Public and Nonprofit Marketing,2025,1865-1984/1865-1992,否,否,否,ESCI,,管理学,4 [569/1025],否, BUSINESS 商业：管理,4 [194/302],,,,,,,,,,
International Review,2025,2217-9739/2217-9739,否,否,是,ESCI,,经济学,4 [728/765],否, ECONOMICS 经济学,4 [574/599],,,,,,,,,,
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,2025,0144-235X/1366-591X,是,否,否,SCIE,,化学,3 [134/490],否," CHEMISTRY, PHYSICAL 物理化学",3 [33/104]," PHYSICS, ATOMIC, MOLECULAR & CHEMICAL 物理：原子、分子和化学物理",3 [11/40],,,,,,,,
INTERNATIONAL REVIEWS OF IMMUNOLOGY,2025,0883-0185/1563-5244,是,否,否,SCIE,,医学,4 [2704/5603],否, IMMUNOLOGY 免疫学,4 [115/179],,,,,,,,,,
INTERNATIONAL SECURITY,2025,0162-2889/1531-4804,否,否,否,SSCI,,社会学,1 [13/2039],是, INTERNATIONAL RELATIONS 国际关系学,1 [3/165],,,,,,,,,,
International Shipbuilding Progress,2025,0020-868X/1566-2829,否,否,否,ESCI,,工程技术,4 [1038/1437],否," ENGINEERING, MARINE 工程：海洋",4 [18/26],,,,,,,,,,
International Small Business Journal-Researching Entrepreneurship,2025,0266-2426/1741-2870,否,否,否,SSCI,,管理学,3 [147/1025],否, BUSINESS 商业：管理,3 [61/302], MANAGEMENT 管理学,3 [93/404],,,,,,,,
International Social Security Review,2025,0020-871X/1468-246X,否,否,否,ESCI,,管理学,4 [502/1025],否, PUBLIC ADMINISTRATION 公共管理,4 [55/91],,,,,,,,,,
INTERNATIONAL SOCIAL WORK,2025,0020-8728/1461-7234,否,否,否,SSCI,,社会学,4 [1108/2039],否, SOCIAL WORK 社会工作,4 [57/91],,,,,,,,,,
INTERNATIONAL SOCIOLOGY,2025,0268-5809/1461-7242,否,否,否,SSCI,,社会学,4 [954/2039],否, SOCIOLOGY 社会学,4 [145/216],,,,,,,,,,
International Soil and Water Conservation Research,2025,2095-6339/2589-059X,否,是,是,SCIE,,农林科学,1 [17/904],是, ENVIRONMENTAL SCIENCES 环境科学,1 [16/357], SOIL SCIENCE 土壤科学,1 [2/48], WATER RESOURCES 水资源,1 [2/124],,,,,,
International Spectator,2025,0393-2729/1751-9721,否,否,否,ESCI,,社会学,2 [253/2039],否, INTERNATIONAL RELATIONS 国际关系学,3 [47/165],,,,,,,,,,
International Sport Coaching Journal,2025,2328-918X/2328-9198,否,否,否,ESCI,,教育学,4 [270/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [254/754],,,,,,,,,,
International Sports Law Journal,2025,1567-7559/2213-5154,否,否,否,ESCI,,社会学,3 [637/2039],否, LAW 法学,4 [101/427],,,,,,,,,,
International Sports Studies,2025,1443-0770/1443-0770,否,否,否,ESCI,,管理学,4 [927/1025],否," HOSPITALITY, LEISURE, SPORT & TOURISM 酒店、休闲、体育与旅游",4 [129/139],,,,,,,,,,
INTERNATIONAL STATISTICAL REVIEW,2025,0306-7734/1751-5823,否,否,否,SCIE,,数学,4 [335/815],否, STATISTICS & PROBABILITY 统计学与概率论,3 [63/166],,,,,,,,,,
International Studies in Catholic Education,2025,1942-2539/1942-2547,否,否,否,ESCI,,哲学,4 [622/795],否, RELIGION 宗教,4 [290/340],,,,,,,,,,
International Studies in Sociology of Education,2025,0962-0214/1747-5066,否,否,否,ESCI,,教育学,3 [175/840],否, SOCIOLOGY 社会学,3 [69/216], EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [171/754],,,,,,,,
International Studies in the Philosophy of Science,2025,0269-8595/1469-9281,否,否,否,AHCI,,哲学,3 [208/795],否, HISTORY & PHILOSOPHY OF SCIENCE 科学史与科学哲学,4 [44/105],,,,,,,,,,
International Studies of Economics,2025,2831-3224/2831-3224,否,否,是,ESCI,,经济学,4 [597/765],否, ECONOMICS 经济学,4 [486/599],,,,,,,,,,
INTERNATIONAL STUDIES OF MANAGEMENT & ORGANIZATION,2025,0020-8825/1558-0911,否,否,否,ESCI,,管理学,4 [771/1025],否, MANAGEMENT 管理学,4 [322/404],,,,,,,,,,
International Studies Perspectives,2025,1528-3577/1528-3585,否,否,否,SSCI,,社会学,2 [252/2039],否, INTERNATIONAL RELATIONS 国际关系学,3 [46/165],,,,,,,,,,
INTERNATIONAL STUDIES QUARTERLY,2025,0020-8833/1468-2478,否,否,否,SSCI,,社会学,1 [86/2039],是, INTERNATIONAL RELATIONS 国际关系学,2 [20/165], POLITICAL SCIENCE 政治学,2 [44/317],,,,,,,,
International Studies Review,2025,1521-9488/1468-2486,否,否,否,SSCI,,社会学,1 [66/2039],是, INTERNATIONAL RELATIONS 国际关系学,2 [14/165], POLITICAL SCIENCE 政治学,2 [37/317],,,,,,,,
INTERNATIONAL SURGERY,2025,0020-8868,否,否,否,SCIE,,医学,4 [5303/5603],否, SURGERY 外科,4 [287/292],,,,,,,,,,
INTERNATIONAL TAX AND PUBLIC FINANCE,2025,0927-5940/1573-6970,否,否,否,SSCI,,经济学,4 [342/765],否, ECONOMICS 经济学,4 [292/599],,,,,,,,,,
International Theory,2025,1752-9719/1752-9727,否,是,是,SSCI,,社会学,2 [171/2039],否, INTERNATIONAL RELATIONS 国际关系学,3 [31/165], POLITICAL SCIENCE 政治学,3 [72/317],,,,,,,,
International Trade Journal,2025,0885-3908/1521-0545,否,否,否,ESCI,,经济学,4 [472/765],否, ECONOMICS 经济学,4 [389/599],,,,,,,,,,
International Transactions in Operational Research,2025,0969-6016/1475-3995,否,否,否,SSCI;SCIE,,管理学,4 [354/1025],否, OPERATIONS RESEARCH & MANAGEMENT SCIENCE 运筹学与管理科学,3 [34/106], MANAGEMENT 管理学,4 [176/404],,,,,,,,
International Transactions on Electrical Energy Systems,2025,2050-7038/2050-7038,否,否,是,SCIE,,工程技术,4 [918/1437],否," ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气",4 [273/352],,,,,,,,,,
INTERNATIONAL UROGYNECOLOGY JOURNAL,2025,0937-3462/1433-3023,否,否,否,SCIE,,医学,3 [1795/5603],否, OBSTETRICS & GYNECOLOGY 妇产科学,3 [41/135], UROLOGY & NEPHROLOGY 泌尿学与肾脏学,3 [47/126],,,,,,,,
INTERNATIONAL UROLOGY AND NEPHROLOGY,2025,0301-1623/1573-2584,否,否,否,SCIE,,医学,4 [2627/5603],否, UROLOGY & NEPHROLOGY 泌尿学与肾脏学,4 [69/126],,,,,,,,,,
International Wood Products Journal,2025,2042-6445/2042-6453,否,否,否,ESCI,,农林科学,4 [545/904],否," MATERIALS SCIENCE, PAPER & WOOD 材料科学：纸与木材",3 [10/23],,,,,,,,,,
International Wound Journal,2025,1742-4801/1742-481X,否,否,是,SCIEOnHold,,医学,3 [1920/5603],否, DERMATOLOGY 皮肤病学,3 [25/94], SURGERY 外科,3 [103/292],,,,,,,,
Internationale Katholische Zeitschrift Communio,2025,1439-6165/1439-6165,否,否,否,ESCI,,哲学,4 [623/795],否, RELIGION 宗教,4 [291/340],,,,,,,,,,
INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR,2025,0340-4528/1865-9128,否,否,否,AHCI,,文学,3 [425/1193],否," LITERATURE, GERMAN, DUTCH, SCANDINAVIAN 日耳曼语系文学",2 [6/28],,,,,,,,,,
Internet and Higher Education,2025,1096-7516/1873-5525,否,否,否,SSCI,,教育学,1 [9/840],是, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,1 [7/754],,,,,,,,,,
Internet Histories,2025,2470-1475/2470-1483,否,否,否,ESCI,,文学,2 [173/1193],否, COMMUNICATION 传播学,4 [75/223],,,,,,,,,,
Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,2025,2214-7829/2214-7829,否,是,是,SSCI;SCIE,,医学,2 [803/5603],否, HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,2 [28/173], PSYCHIATRY 精神病学,2 [51/277]," PSYCHOLOGY, CLINICAL 心理学：临床",2 [29/179], MEDICAL INFORMATICS 医学：信息,3 [10/44],,,,
Internet Journal of Allied Health Sciences and Practice,2025,1540-580X/1540-580X,否,否,是,ESCI,,医学,4 [4844/5603],否, HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,4 [159/173],,,,,,,,,,
Internet of Things,2025,2543-1536/2542-6605,否,否,否,SCIE,,计算机科学,2 [140/758],否," COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统",3 [56/249]," ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气",3 [77/352], TELECOMMUNICATIONS 电信学,3 [27/119],,,,,,
Internet Policy Review,2025,2197-6775/2197-6775,否,否,是,ESCI,,社会学,3 [320/2039],否, COMMUNICATION 传播学,3 [55/223], LAW 法学,3 [47/427],,,,,,,,
Internet Pragmatics,2025,2542-3851/2542-386X,否,否,否,ESCI,,文学,3 [322/1193],否, LANGUAGE & LINGUISTICS 语言与语言学,3 [142/391], COMMUNICATION 传播学,4 [115/223], LINGUISTICS 语言学,4 [167/294],,,,,,
Internet Research,2025,1066-2243/1066-2243,否,否,否,SSCI;SCIE,,管理学,2 [142/1025],否," COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统",2 [27/249], TELECOMMUNICATIONS 电信学,2 [17/119], BUSINESS 商业：管理,3 [59/302],,,,,,
Internet Technology Letters,2025,2476-1508/2476-1508,否,否,否,ESCI,,计算机科学,4 [695/758],否, TELECOMMUNICATIONS 电信学,4 [113/119],,,,,,,,,,
Internetworking Indonesia,2025,1942-9703/1942-9703,否,否,是,ESCI,,计算机科学,4 [758/758],否," COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程",4 [131/131],,,,,,,,,,
INTERPRETATION-A JOURNAL OF BIBLE AND THEOLOGY,2025,0020-9643/2159-340X,否,否,否,AHCI,,哲学,4 [663/795],否, RELIGION 宗教,4 [307/340],,,,,,,,,,
Interpretation-A Journal of Political Philosophy,2025,0020-9635/0020-9635,否,否,否,AHCI,,哲学,4 [564/795],否, PHILOSOPHY 哲学,4 [209/328],,,,,,,,,,
Interpretation-A Journal of Subsurface Characterization,2025,2324-8858/2324-8866,否,否,否,SCIE,,地球科学,4 [425/575],否, GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理,4 [70/99],,,,,,,,,,
Interpreter and Translator Trainer,2025,1750-399X/1757-0417,否,否,否,SSCI;AHCI,,文学,1 [25/1193],是, LANGUAGE & LINGUISTICS 语言与语言学,1 [9/391], LINGUISTICS 语言学,1 [16/294],,,,,,,,
Interpreting,2025,1384-6647/1569-982X,否,否,否,SSCI;AHCI,,文学,1 [64/1193],是, LANGUAGE & LINGUISTICS 语言与语言学,2 [27/391], LINGUISTICS 语言学,2 [42/294],,,,,,,,
Intersecciones en Antropologia,2025,1850-373X/1850-373X,否,否,是,SSCI;AHCI,,社会学,4 [959/2039],否, ANTHROPOLOGY 人类学,4 [87/137], ARCHAEOLOGY 考古学,4 [83/164],,,,,,,,
Intersectionalities-A Global Journal of Social Work Analysis Research Polity and Practice,2025,1925-1270/1925-1270,否,否,否,ESCI,,社会学,4 [1516/2039],否, SOCIAL WORK 社会工作,4 [75/91],,,,,,,,,,
Intersections-East European Journal of Society and Politics,2025,2416-089X/2416-089X,否,否,否,ESCI,,社会学,4 [1221/2039],否, POLITICAL SCIENCE 政治学,4 [243/317],,,,,,,,,,
Intersections-Gender and Sexuality in Asia and the Pacific,2025,1440-9151/1440-9151,否,否,否,ESCI,,社会学,4 [1266/2039],否, WOMENS STUDIES 女性研究,4 [51/66],,,,,,,,,,
Intersezioni,2025,0393-2451/1973-8196,否,否,否,ESCI,,哲学,4 [528/795],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [210/406],,,,,,,,,,
Intertax,2025,0165-2826/1875-8347,否,否,否,ESCI,,经济学,4 [524/765],否, LAW 法学,4 [243/427],,,,,,,,,,
Intervencion-Revista Internacional de Conservacion Restauracion y Museologia,2025,2007-249X/2448-5934,否,否,否,ESCI,,艺术学,4 [461/484],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [402/406],,,,,,,,,,
INTERVENTION IN SCHOOL AND CLINIC,2025,1053-4512/1538-4810,否,否,否,SSCI,,教育学,4 [572/840],否," EDUCATION, SPECIAL 特殊教育学",4 [52/62],,,,,,,,,,
Intervention-International Journal of Mental Health Psychosocial Work and Counselling in Areas of Armed Conflict,2025,1571-8883/1872-1001,否,否,是,ESCI,,医学,4 [3907/5603],否, PSYCHIATRY 精神病学,4 [209/277],,,,,,,,,,
Interventional Cardiology-Reviews Research Resources,2025,1756-1477/1756-1485,否,否,是,ESCI,,医学,3 [1455/5603],否, CARDIAC & CARDIOVASCULAR SYSTEMS 心脏和心血管系统,3 [71/223],,,,,,,,,,
INTERVENTIONAL NEURORADIOLOGY,2025,1591-0199/2385-2011,否,否,否,SCIE,,医学,4 [3022/5603],否, CLINICAL NEUROLOGY 临床神经病学,4 [171/278]," RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学",4 [111/206],,,,,,,,
Interventions-International Journal of Postcolonial Studies,2025,1369-801X/1469-929X,否,否,否,SSCI;AHCI,,社会学,3 [678/2039],否, CULTURAL STUDIES 文化研究,3 [27/59], HISTORY 历史学,3 [90/523],,,,,,,,
INTERVIROLOGY,2025,0300-5526/1423-0100,否,否,否,SCIE,,医学,4 [3803/5603],否, VIROLOGY 病毒学,4 [31/41],,,,,,,,,,
Intestinal Research,2025,1598-9100/1598-9100,否,否,是,ESCI,,医学,3 [1303/5603],否, GASTROENTEROLOGY & HEPATOLOGY 胃肠肝病学,3 [41/143],,,,,,,,,,
Intractable & Rare Diseases Research,2025,2186-3644/2186-361X,否,否,否,ESCI,,医学,4 [4183/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",4 [154/327],,,,,,,,,,
Intrecci d Arte,2025,2240-7251/2240-7251,否,否,是,ESCI,,艺术学,3 [219/484],否, ART 艺术,4 [60/144],,,,,,,,,,
Invasive Plant Science and Management,2025,1939-7291/1939-747X,否,否,否,SCIE,,生物学,4 [665/1091],否, PLANT SCIENCES 植物科学,4 [148/265],,,,,,,,,,
INVENTIONES MATHEMATICAE,2025,0020-9910/1432-1297,否,否,否,SCIE,,数学,1 [6/815],是, MATHEMATICS 数学,1 [6/487],,,,,,,,,,
Inventions,2025,2411-5134/2411-5134,否,否,是,ESCI,,工程技术,4 [610/1437],否," ENGINEERING, MULTIDISCIPLINARY 工程：综合",4 [61/179],,,,,,,,,,
Inverse Problems and Imaging,2025,1930-8337/1930-8345,否,否,否,SCIE,,数学,4 [641/815],否," MATHEMATICS, APPLIED 应用数学",4 [266/330]," PHYSICS, MATHEMATICAL 物理：数学物理",4 [46/60],,,,,,,,
INVERSE PROBLEMS,2025,0266-5611/1361-6420,否,否,否,SCIE,,数学,3 [159/815],否," PHYSICS, MATHEMATICAL 物理：数学物理",2 [11/60]," MATHEMATICS, APPLIED 应用数学",3 [76/330],,,,,,,,
INVERTEBRATE BIOLOGY,2025,1077-8306/1744-7410,否,否,否,SCIE,,生物学,4 [555/1091],否, MARINE & FRESHWATER BIOLOGY 海洋与淡水生物学,3 [51/118], ZOOLOGY 动物学,3 [66/179],,,,,,,,
INVERTEBRATE REPRODUCTION & DEVELOPMENT,2025,0792-4259/2157-0272,否,否,否,SCIE,,生物学,4 [877/1091],否, REPRODUCTIVE BIOLOGY 生殖生物学,4 [37/39], ZOOLOGY 动物学,4 [142/179],,,,,,,,
INVERTEBRATE SYSTEMATICS,2025,1445-5226/1447-2600,否,否,否,SCIE,,生物学,2 [185/1091],否, ZOOLOGY 动物学,1 [15/179], EVOLUTIONARY BIOLOGY 进化生物学,3 [22/52],,,,,,,,
Investigacion Bibliotecologica,2025,0187-358X/2448-8321,否,否,是,SSCI,,管理学,4 [884/1025],否, INFORMATION SCIENCE & LIBRARY SCIENCE 图书情报与档案管理,4 [144/160],,,,,,,,,,
INVESTIGACION CLINICA,2025,0535-5133/2477-9393,否,否,否,SCIE,,医学,4 [5563/5603],否," MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验",4 [185/188],,,,,,,,,,
Investigacion Economica,2025,0185-1667,否,否,否,SSCI,,经济学,4 [614/765],否, ECONOMICS 经济学,4 [497/599],,,,,,,,,,
Investigacion y Educacion en Enfermeria,2025,0120-5307/2216-0280,否,否,是,ESCI,,医学,4 [3944/5603],否, NURSING 护理,4 [127/191],,,,,,,,,,
Investigaciones de Historia Economica,2025,1698-6989/2340-3373,否,否,否,ESCI,,历史学,4 [719/778],否, ECONOMICS 经济学,4 [477/599], HISTORY 历史学,4 [480/523],,,,,,,,
Investigaciones Feministas,2025,2171-6080/2171-6080,否,否,是,ESCI,,社会学,4 [1587/2039],否, WOMENS STUDIES 女性研究,4 [59/66],,,,,,,,,,
Investigaciones Fenomenologicas,2025,1885-1088/1885-1088,否,否,否,ESCI,,哲学,4 [590/795],否, PHILOSOPHY 哲学,4 [220/328],,,,,,,,,,
Investigaciones Geograficas-Spain,2025,0213-4691/1989-9890,否,否,是,ESCI,,社会学,4 [1788/2039],否, GEOGRAPHY 地理学,4 [129/171],,,,,,,,,,
Investigaciones Regionales-Journal of Regional Research,2025,1695-7253/2340-2717,否,否,是,ESCI,,经济学,4 [628/765],否, ECONOMICS 经济学,4 [507/599],,,,,,,,,,
Investigaciones sobre Lectura,2025,2340-8685/2340-8685,否,否,是,ESCI,,教育学,4 [514/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [473/754], LINGUISTICS 语言学,4 [224/294],,,,,,,,
Investigaciones Turisticas,2025,2174-5609/2174-5609,否,否,是,ESCI,,管理学,4 [821/1025],否," HOSPITALITY, LEISURE, SPORT & TOURISM 酒店、休闲、体育与旅游",4 [118/139],,,,,,,,,,
INVESTIGATIONAL NEW DRUGS,2025,0167-6997/1573-0646,否,否,否,SCIE,,医学,3 [2000/5603],否, PHARMACOLOGY & PHARMACY 药学,3 [128/350], ONCOLOGY 肿瘤学,4 [157/318],,,,,,,,
Investigative and Clinical Urology,2025,2466-0493/2466-054X,否,否,是,SCIE,,医学,3 [1147/5603],否, UROLOGY & NEPHROLOGY 泌尿学与肾脏学,3 [29/126],,,,,,,,,,
INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,2025,0146-0404/1552-5783,否,否,是,SCIE,,医学,2 [555/5603],否, OPHTHALMOLOGY 眼科学,2 [11/95],,,,,,,,,,
INVESTIGATIVE RADIOLOGY,2025,0020-9996/1536-0210,否,否,否,SCIE,,医学,1 [204/5603],是," RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学",1 [4/206],,,,,,,,,,
Investment Analysts Journal,2025,1029-3523/2077-0227,否,否,否,SSCI,,经济学,4 [509/765],否," BUSINESS, FINANCE 商业：财政与金融",4 [173/231],,,,,,,,,,
"Involve, a journal of mathematics",2025,1944-4176/1944-4184,否,否,否,ESCI,,数学,4 [705/815],否, MATHEMATICS 数学,4 [437/487],,,,,,,,,,
Inzinerine Ekonomika-Engineering Economics,2025,1392-2785/2029-5839,否,否,否,SSCI,,经济学,4 [372/765],否, ECONOMICS 经济学,4 [315/599],,,,,,,,,,
Inzynieria Mineralna-Journal of the Polish Mineral Engineering Society,2025,1640-4920/1640-4920,否,否,否,ESCI,,工程技术,4 [1321/1437],否, MINING & MINERAL PROCESSING 矿业与矿物加工,4 [32/32],,,,,,,,,,
IONICS,2025,0947-7047/1862-0760,否,否,否,SCIE,,材料科学,4 [370/495],否, ELECTROCHEMISTRY 电化学,4 [36/49]," PHYSICS, CONDENSED MATTER 物理：凝聚态物理",4 [67/78],,,,,,,,
IOWA LAW REVIEW,2025,0021-0552,否,否,否,SSCI,,社会学,4 [759/2039],否, LAW 法学,4 [129/427],,,,,,,,,,
Ipotesi-Revista de Estudos Literarios,2025,1415-2525/1982-0836,否,否,否,ESCI,,文学,4 [826/1193],否, LITERATURE 其他形式的文学,4 [152/199],,,,,,,,,,
IPRI Journal,2025,1684-9787/1684-9809,否,否,否,ESCI,,社会学,4 [1754/2039],否, INTERNATIONAL RELATIONS 国际关系学,4 [158/165],,,,,,,,,,
IPSI BgD Transactions on Internet Research,2025,1820-4503/1820-4503,否,否,否,ESCI,,计算机科学,4 [684/758],否," COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统",4 [227/249],,,,,,,,,,
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,2025,0019-042X/1613-4141,否,否,否,SSCI,,文学,2 [225/1193],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [293/754], LINGUISTICS 语言学,4 [133/294],,,,,,,,
Iran and the Caucasus,2025,1609-8498/1573-384X,否,否,否,AHCI,,历史学,4 [344/778],否, HISTORY 历史学,4 [207/523],,,,,,,,,,
Iran-Journal of the British Institute of Persian Studies,2025,0578-6967/2396-9202,否,否,否,AHCI,,历史学,3 [215/778],否, ASIAN STUDIES 亚洲研究,3 [34/102], ARCHAEOLOGY 考古学,4 [72/164],,,,,,,,
Iranian Heart Journal,2025,1735-7306/1735-7306,否,否,否,ESCI,,医学,4 [5276/5603],否, CARDIAC & CARDIOVASCULAR SYSTEMS 心脏和心血管系统,4 [212/223],,,,,,,,,,
Iranian Journal of Allergy Asthma and Immunology,2025,1735-1502/1735-5249,否,否,是,SCIE,,医学,4 [4397/5603],否, ALLERGY 过敏,4 [30/39], IMMUNOLOGY 免疫学,4 [161/179],,,,,,,,
Iranian Journal of Applied Animal Science,2025,2251-628X/2251-631X,否,否,是,ESCI,,农林科学,4 [745/904],否," AGRICULTURE, DAIRY & ANIMAL SCIENCE 奶制品与动物科学",4 [67/80],,,,,,,,,,
Iranian Journal of Basic Medical Sciences,2025,2008-3866/2008-3874,否,否,是,SCIE,,医学,4 [3733/5603],否," MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验",4 [134/188], PHARMACOLOGY & PHARMACY 药学,4 [237/350],,,,,,,,
Iranian Journal of Biotechnology,2025,1728-3043/1728-3043,否,否,否,SCIE,,生物学,4 [923/1091],否, BIOTECHNOLOGY & APPLIED MICROBIOLOGY 生物工程与应用微生物,4 [157/174],,,,,,,,,,
