期刊缩写,Journal,JCR分区,2019年文章数,出版国家,出版周期
Asia-Pac J Clin Onco,Asia-Pacific Journal of Clinical Oncology,Q4,84,澳大利亚,季刊
JAMA Facial Plast Su,JAMA Facial Plastic Surgery,Q1,69,美国,
Math Control Signal,Mathematics of Control Signals and Systems,Q4,20,英国,季刊
Rend Lincei-Sci Fis,Rendiconti Lincei-Scienze Fisiche E Naturali,Q3,105,意大利,季刊
Public Policy Admin,Public Policy and Administration,Q2,23,,
J Constr Psychol,Journal of Constructivist Psychology,Q4,26,,
J Dairy Res,Journal of Dairy Research,Q2/Q3,83,英国,季刊
Energ Source Part A,Energy Sources Part A-Recovery Utilization and Environmental Effects,Q3/Q4,270,美国,季刊
Nano Commun Netw,Nano Communication Networks,Q2/Q3,29,,
Ann Forest Sci,Annals of Forest Science,Q2,115,法国,双月刊
J Cardiovasc Med,Journal of Cardiovascular Medicine,Q4,101,意大利,月刊
Inflammation,Inflammation,Q3,205,美国,双月刊
Drvna Ind,Drvna Industrija,Q3,43,克罗地亚,季刊
Hell J Nucl Med,Hellenic Journal of Nuclear Medicine,Q4,48,希腊,三年刊
Int J Colorectal Dis,International Journal of Colorectal Disease,Q2/Q4,258,德国,双月刊
J Med Microbiol,Journal of Medical Microbiology,Q3,221,英国,月刊
ACM J Comput Cult He,ACM Journal on Computing and Cultural Heritage,Q3,22,,
Commun Phys-UK,Communications Physics,Q1,158,,
China Agr Econ Rev,China Agricultural Economic Review,Q2/Q3,52,英国,
Assess Writ,Assessing Writing,Q1,27,,
Aust J Int Aff,Australian Journal of International Affairs,Q3,26,,
Z Ethnol,Zeitschrift Fur Ethnologie,Q4,0,,
Scientometrics,Scientometrics,Q1/Q2,279,荷兰,月刊
Eurasian Bus Rev,Eurasian Business Review,Q2/Q3,24,,
Nat Med,Nature Medicine,Q1,201,美国,月刊
Mar Drugs,Marine Drugs,Q2,708,瑞士,季刊
Vet Ital,Veterinaria Italiana,Q3,46,意大利,季刊
Res Transp Econ,Research in Transportation Economics,Q2/Q3,47,,
Chem Soc Rev,Chemical Society Reviews,Q1,183,英国,月刊
Ann Med,Annals of Medicine,Q1,38,瑞典,双月刊
IEEE T Automat Contr,IEEE Transactions on Automatic Control,Q1,513,美国,月刊
Long Range Plann,Long Range Planning,Q1/Q2,47,,
Indian Pediatr,Indian Pediatrics,Q4,114,印度,月刊
Ann Endocrinol-Paris,Annales D Endocrinologie,Q4,37,法国,双月刊
J Pathol,Journal of Pathology,Q1,140,英国,月刊
Cytopathology,Cytopathology,Q3/Q4,96,英国,双月刊
Inform Syst,Information Systems,Q3,85,英国,双月刊
Org Process Res Dev,Organic Process Research & Development,Q2,286,美国,双月刊
Infect Dis Clin N Am,Infectious Disease Clinics of North America,Q2,56,美国,季刊
Am Lab,American Laboratory,Q4,19,美国,月刊
J Occup Organ Psych,Journal of Occupational and Organizational Psychology,Q2,42,,
Geodiversitas,Geodiversitas,Q4,25,法国,季刊
Curr Opin Nephrol Hy,Current Opinion in Nephrology and Hypertension,Q2/Q3,83,美国,双月刊
Robot Cim-Int Manuf,Robotics and Computer-Integrated Manufacturing,Q1,156,英国,双月刊
J Hosp Tour Res,Journal of Hospitality & Tourism Research,Q1,61,,
Commun Pur Appl Anal,Communications on Pure and Applied Analysis,Q2/Q3,152,美国,双月刊
J Hepatocell Carcino,Journal of Hepatocellular Carcinoma,Q2,16,,
Chem Eng Res Des,Chemical Engineering Research & Design,Q2,447,英国,月刊
Minerva Urol Nefrol,Minerva Urologica E Nefrologica,Q1,77,意大利,
Oxford Rev Econ Pol,Oxford Review of Economic Policy,Q1,33,,
J Biol Reg Homeos Ag,Journal of Biological Regulators and Homeostatic Agents,Q4,240,意大利,季刊
Knee Surg Sport Tr A,Knee Surgery Sports Traumatology Arthroscopy,Q1,465,德国,双月刊
J Pediatr Gastr Nutr,Journal of Pediatric Gastroenterology and Nutrition,Q1/Q3,297,美国,月刊
Clin Neuropathol,Clinical Neuropathology,Q4,28,德国,双月刊
Redia,Redia-Giornale Di Zoologia,Q3,24,意大利,
J Anthropol Archaeol,Journal of Anthropological Archaeology,Q1,81,,
Atmos Environ,Atmospheric Environment,Q1/Q2,696,英国,周刊
J Proteomics,Journal of Proteomics,Q2,288,荷兰,双月刊
Hepatobil Surg Nutr,Hepatobiliary Surgery and Nutrition,Q1,32,,
J Microbiol,Journal of Microbiology,Q3,130,韩国,双月刊
Adv Robotics,Advanced Robotics,Q4,86,日本,双月刊
J Surfactants Deterg,Journal of Surfactants and Detergents,Q3/Q4,132,美国,季刊
Biochip J,Biochip Journal,Q2/Q3,42,韩国,季刊
J Subst Abuse Treat,Journal of Substance Abuse Treatment,Q1/Q2,142,,
Curr Hypertens Rep,Current Hypertension Reports,Q2,94,美国,双月刊
Dry Technol,Drying Technology,Q2,176,美国,月刊
Soc Polit,Social Politics,Q2/Q3,26,,
J Emerg Med,Journal of Emergency Medicine,Q3,320,美国,双月刊
Front Comput Sci-Chi,Frontiers of Computer Science,Q3/Q4,87,中国,
Rev Mat Complut,Revista Matematica Complutense,Q2/Q3,35,西班牙,半年刊
Emot Rev,Emotion Review,Q1,25,,
Mol Hum Reprod,Molecular Human Reproduction,Q1,64,美国,月刊
Eur J Gastroen Hepat,European Journal of Gastroenterology & Hepatology,Q4,222,美国,月刊
Arch Med Sci,Archives of Medical Science,Q2,174,波兰,季刊
Indian J Psychiat,Indian Journal of Psychiatry,Q4,158,,
High Power Laser Sci,High Power Laser Science and Engineering,Q2,64,,
Microbiol Genomics,Microbial Genomics,Q1,70,,
J Muscle Res Cell M,Journal of Muscle Research and Cell Motility,Q4,31,荷兰,双月刊
Econ Comput Econ Cyb,Economic Computation and Economic Cybernetics Studies and Research,Q4,73,罗马尼亚,季刊
J Hered,Journal of Heredity,Q2/Q3,75,美国,双月刊
Adv Wound Care,Advances in Wound Care,Q2,50,,
Health Educ J,Health Education Journal,Q4,78,,
Cell Tissue Res,Cell and Tissue Research,Q2,170,德国,月刊
Math Proc Cambridge,Mathematical Proceedings of the Cambridge Philosophical Society,Q3,59,英国,双月刊
Protoplasma,Protoplasma,Q2/Q3,130,,
Contemp Probl Ecol+,Contemporary Problems of Ecology,Q4,75,俄国,双月刊
Australas J Env Man,Australasian Journal of Environmental Management,Q4,16,,
Environ Sci-Proc Imp,Environmental Science-Processes & Impacts,Q2,168,英国,
Cell Death Discov,Cell Death Discovery,Q2,93,,
Z Sexualforsch,Zeitschrift Fur Sexualforschung,Q4,12,,
Surg-J R Coll Surg E,Surgeon-Journal of the Royal Colleges of Surgeons of Edinburgh and Ireland,Q2,47,苏格兰,双月刊
Local Environ,Local Environment,Q3,70,,
Bioorg Chem,Bioorganic Chemistry,Q1,788,美国,双月刊
J Occup Environ Hyg,Journal of Occupational and Environmental Hygiene,Q3,70,美国,月刊
Algebr Log+,Algebra and Logic,Q3,46,俄国,双月刊
Inform Midem,Informacije Midem-Journal of Microelectronics Electronic Components and Materials,Q4,26,斯洛文尼亚,季刊
High Pressure Res,High Pressure Research,Q3,49,英国,季刊
Strength Cond J,Strength and Conditioning Journal,Q4,73,美国,双月刊
Ships Offshore Struc,Ships and Offshore Structures,Q2,100,英国,
J Mark High Educ,Journal of Marketing for Higher Education,Q1/Q3,16,,
Chin J Mech Eng-En,Chinese Journal of Mechanical Engineering,Q3,108,中国,双月刊
Deut Entomol Z,Deutsche Entomologische Zeitschrift,Q3,11,德国,半年刊
J Field Robot,Journal of Field Robotics,Q2,66,美国,月刊
COPD,COPD-Journal of Chronic Obstructive Pulmonary Disease,Q3,52,美国,双月刊
Second Lang Res,Second Language Research,Q2,23,,
J Child Media,Journal of Children and Media,Q3,27,,
Am J Obstet Gynecol,American Journal of Obstetrics and Gynecology,Q1,293,美国,月刊
Ann Funct Anal,Annals of Functional Analysis,Q3/Q4,48,伊朗,
Eur J Wood Wood Prod,European Journal of Wood and Wood Products,Q1/Q3,112,德国,季刊
J Am Coll Radiol,Journal of the American College of Radiology,Q1,180,美国,
Brit J Dev Psychol,British Journal of Developmental Psychology,Q3,39,,
Acta Oto-Laryngol,Acta Oto-Laryngologica,Q4,192,挪威,月刊
Front Mar Sci,Frontiers in Marine Science,Q1,734,,
Curr Opin Otolaryngo,Current Opinion in Otolaryngology & Head and Neck Surgery,Q3,76,美国,双月刊
Ann Probab,Annals of Probability,Q1,101,美国,双月刊
React Kinet Mech Cat,Reaction Kinetics Mechanisms and Catalysis,Q4,210,匈牙利,双月刊
Erdkunde,Erdkunde,Q3,20,德国,季刊
Syst Rev-London,Systematic Reviews,Q2,331,,
Concept Magn Reson B,Concepts in Magnetic Resonance Part B-Magnetic Resonance Engineering,Q4,1,美国,季刊
Sci Agr,Scientia Agricola,Q2,66,,
Lethaia,Lethaia,Q1,39,挪威,季刊
Int J Simul Model,International Journal of Simulation Modelling,Q2/Q3,60,奥地利,
Int J Confl Violence,International Journal of Conflict and Violence,Q3,11,,
J Clin Apheresis,Journal of Clinical Apheresis,Q4,60,美国,双月刊
JAMA Surg,JAMA Surgery,Q1,121,美国,
B Insectol,Bulletin of Insectology,Q3,37,意大利,半年刊
Dyna-Bilbao,Dyna,Q4,85,西班牙,月刊
Annu Rev Plant Biol,Annual Review of Plant Biology,Q1,29,美国,年刊
Continuity Change,Continuity and Change,Q4,15,,
Int J Spray Combust,International Journal of Spray and Combustion Dynamics,Q3,9,美国,
Dev Change,Development and Change,Q2,72,,
Hum Ecol Rev,Human Ecology Review,Q4,15,,
J School Health,Journal of School Health,Q2/Q3,108,美国,月刊
IEEE T Microw Theory,IEEE Transactions on Microwave Theory and Techniques,Q2,411,美国,月刊
Chron Resp Dis,Chronic Respiratory Disease,Q3,33,英国,
J Math Fluid Mech,Journal of Mathematical Fluid Mechanics,Q3/Q4,55,瑞士,季刊
ZDM-Math Educ,ZDM-Mathematics Education,Q3,92,,
Soc Hist Med,Social History of Medicine,Q1/Q2/Q3,37,英国,三年刊
Appl Psycholinguist,Applied Psycholinguistics,Q2/Q4,51,,
Afr Entomol,African Entomology,Q4,53,南非,半年刊
Copeia,Copeia,Q3,65,美国,季刊
Netw Spat Econ,Networks & Spatial Economics,Q2/Q3,50,荷兰,季刊
Sel Math-New Ser,Selecta Mathematica-New Series,Q2/Q3,78,瑞士,季刊
Math Comput,Mathematics of Computation,Q1,117,美国,季刊
J Am Assoc Nurse Pra,Journal of the American Association of Nurse Practitioners,Q2/Q3/Q4,108,美国,
J Clin Ultrasound,Journal of Clinical Ultrasound,Q4,102,美国,月刊
Iowa Law Rev,Iowa Law Review,Q3,63,,
Russ Chem Rev+,Russian Chemical Reviews,Q2,38,俄国,月刊
Nat Rev Clin Oncol,Nature Reviews Clinical Oncology,Q1,41,英国,月刊
Asia Pac Policy Stud,Asia & the Pacific Policy Studies,Q2,22,,
Rom Rep Phys,Romanian Reports in Physics,Q2,82,罗马尼亚,季刊
IEEE T Sustain Energ,IEEE Transactions on Sustainable Energy,Q1,213,美国,
Ostrich,Ostrich,Q3,29,南非,半年刊
Theor Probab Appl+,Theory of Probability and Its Applications,Q4,52,俄国,季刊
Laser Med Sci,Lasers in Medical Science,Q2/Q3,212,英国,季刊
Pediatr Cardiol,Pediatric Cardiology,Q3/Q4,224,美国,双月刊
J Geochem Explor,Journal of Geochemical Exploration,Q2,175,荷兰,双月刊
J Physiol Anthropol,Journal of Physiological Anthropology,Q3,17,日本,
J Dermatol,Journal of Dermatology,Q2,178,日本,月刊
J Integr Med-Jim,Journal of Integrative Medicine-Jim,Q2,62,,
J Occup Environ Med,Journal of Occupational and Environmental Medicine,Q3,208,美国,月刊
Electron J Linear Al,Electronic Journal of Linear Algebra,Q3,46,美国,
J Phycol,Journal of Phycology,Q1/Q2,113,美国,双月刊
Phytochemistry,Phytochemistry,Q1/Q3,213,英国,双月刊
Math Geosci,Mathematical Geosciences,Q1/Q2,43,德国,双月刊
Syst Biodivers,Systematics and Biodiversity,Q2,40,英国,季刊
Military Med Res,Military Medical Research,Q2,31,,
J Econ Behav Organ,Journal of Economic Behavior & Organization,Q2,317,,
Respiration,Respiration,Q2,126,瑞士,双月刊
Curr Anthropol,Current Anthropology,Q1,63,,
Prion,Prion,Q4,19,美国,季刊
Immun Inflamm Dis,Immunity Inflammation and Disease,Q3,32,,
Child Nerv Syst,Childs Nervous System,Q3/Q4,304,德国,月刊
Horm Metab Res,Hormone and Metabolic Research,Q3,89,德国,月刊
J Nucl Sci Technol,Journal of Nuclear Science and Technology,Q2,112,日本,月刊
Nucl Sci Eng,Nuclear Science and Engineering,Q3,85,美国,月刊
Transl Interpret Stu,Translation and Interpreting Studies,Q3,24,,
Res Lang Soc Interac,Research on Language and Social Interaction,Q2/Q3,17,,
Int J Oral Max Impl,International Journal of Oral & Maxillofacial Implants,Q2,162,美国,双月刊
J Cancer Educ,Journal of Cancer Education,Q3/Q4,166,美国,季刊
Cogn Technol Work,Cognition Technology & Work,Q4,48,英国,
Rev Esp Derecho Cons,Revista Espanola de Derecho Constitucional,Q2,37,,
Int Biodeter Biodegr,International Biodeterioration & Biodegradation,Q1,193,英国,双月刊
Contemp Polit,Contemporary Politics,Q2,32,,
Early Sci Med,Early Science and Medicine,Q3,20,荷兰,
Rev Int Stud,Review of International Studies,Q2,46,,
Rev Palaeobot Palyno,Review of Palaeobotany and Palynology,Q3,95,荷兰,月刊
BMC Genet,BMC Genetics,Q3,101,英国,月刊
Genomics,Genomics,Q1,220,美国,月刊
Top Catal,Topics in Catalysis,Q2/Q3,123,美国,双月刊
Updates Surg,Updates in Surgery,Q2,85,,
Expert Rev Mol Diagn,Expert Review of Molecular Diagnostics,Q1,93,英国,双月刊
J Rehabil Med,Journal of Rehabilitation Medicine,Q2,111,瑞典,月刊
Numer Heat Tr B-Fund,Numerical Heat Transfer Part B-Fundamentals,Q3,42,美国,月刊
Lect Notes Math,Lecture Notes in Mathematics,Q4,118,,不定期
Struct Equ Modeling,Structural Equation Modeling-A Multidisciplinary Journal,Q1,64,美国,季刊
Facies,Facies,Q2,45,德国,不定期
Int J Nanotechnol,International Journal of Nanotechnology,Q4,34,英国,季刊
Radiographics,Radiographics,Q1,114,,
War Soc,War & Society,Q4,17,,
Diff Equat+,Differential Equations,Q3,149,RUSSIA,月刊
J Nanopart Res,Journal of Nanoparticle Research,Q3,270,荷兰,双月刊
Spe Prod Oper,Spe Production & Operations,Q2,62,美国,季刊
United Eur Gastroent,United European Gastroenterology Journal,Q2,130,英国,
J Vis Cult,Journal of Visual Culture,Q4,16,,
J Assoc Nurse AIDS C,Janac-Journal of the Association of Nurses in AIDS Care,Q2,73,美国,双月刊
Annu Rev Law Soc Sci,Annual Review of Law and Social Science,Q1,30,,
Implant Dent,Implant Dentistry,Q3,74,美国,季刊
Isis,Isis,Q3,57,美国,季刊
Coatings,Coatings,Q2,858,,
Dokl Chem,Doklady Chemistry,Q4,67,美国,月刊
Cretaceous Res,Cretaceous Research,Q2,231,英国,双月刊
Appl Clay Sci,Applied Clay Science,Q1/Q2,374,荷兰,双月刊
Mamm Biol,Mammalian Biology,Q2,107,德国,双月刊
Int J Cancer,International Journal of Cancer,Q1,587,瑞士,双月刊
Tek Dergi,Teknik Dergi,Q4,40,土耳其,季刊
Biomed Pap,Biomedical Papers-Olomouc,Q4,56,捷克共和国,季刊
Spine J,Spine Journal,Q1/Q2,229,美国,双月刊
P Lond Math Soc,Proceedings of the London Mathematical Society,Q1,89,英国,双月刊
Cell Biosci,Cell and Bioscience,Q1,93,英国,
Cah Biol Mar,Cahiers de Biologie Marine,Q4,58,法国,季刊
J Int Econ,Journal of International Economics,Q1,78,,
Nebr Sym Motiv,Nebraska Symposium on Motivation,Q3,0,,
Cytotherapy,Cytotherapy,Q1/Q2,98,挪威,双月刊
Autex Res J,Autex Research Journal,Q2,48,波兰,
J Softw-Evol Proc,Journal of Software-Evolution and Process,Q3,56,英国,
Biopreserv Biobank,Biopreservation and Biobanking,Q3/Q4,64,,季刊
Breast Cancer-Tokyo,Breast Cancer,Q2/Q3,94,日本,
Oral Oncol,Oral Oncology,Q1/Q2,237,英国,月刊
Swiss J Palaeontol,Swiss Journal of Palaeontology,Q4,24,,
Best Pract Res Cl Ob,Best Practice & Research Clinical Obstetrics & Gynaecology,Q1,84,英国,双月刊
ORL J Oto-Rhino-Lary,ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,Q4,40,瑞士,双月刊
J Build Perform Simu,Journal of Building Performance Simulation,Q1,49,英国,
Aust J Chem,Australian Journal of Chemistry,Q4,131,澳大利亚,月刊
Res Transp Bus Manag,Research in Transportation Business and Management,Q3,20,,
Sci China Technol Sc,Science China-Technological Sciences,Q2/Q3,219,中国,月刊
Neurochem Res,Neurochemical Research,Q3,242,美国,月刊
Eur Phys J H,European Physical Journal H,Q1/Q3,14,德国,
ACM T Model Comput S,ACM Transactions on Modeling and Computer Simulation,Q2/Q4,25,美国,季刊
Molecules,Molecules,Q2,4583,,
Int J Uncertain Quan,International Journal for Uncertainty Quantification,Q1,30,美国,
J Cogn Dev,Journal of Cognition and Development,Q2/Q3,40,,
Rev Panam Salud Publ,Revista Panamericana de Salud Publica-Pan American Journal of Public Health,Q4,86,,
Simul-T Soc Mod Sim,Simulation-Transactions of the Society for Modeling and Simulation International,Q4,76,英国,月刊
Tohoku J Exp Med,Tohoku Journal of Experimental Medicine,Q3/Q4,96,日本,月刊
Med Nucl,Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique,Q4,38,法国,月刊
Trait Signal,Traitement Du Signal,Q3,72,法国,季刊
Miner Petrol,Mineralogy and Petrology,Q3,52,奥地利,双月刊
J Hard Tissue Biol,Journal of Hard Tissue Biology,Q4,53,日本,季刊
Text Talk,Text & Talk,Q4,34,,
Comp Biochem Phys D,Comparative Biochemistry and Physiology D-Genomics & Proteomics,Q2/Q3,95,美国,季刊
Chem Cent J,Chemistry Central Journal,Q2,0,英国,月刊
Infect Dis Ther,Infectious Diseases and Therapy,Q1,49,,
Landscape Ecol,Landscape Ecology,Q1/Q2,183,荷兰,双月刊
Ophthalmic Res,Ophthalmic Research,Q3,58,瑞士,双月刊
J Anesth,Journal of Anesthesia,Q4,86,日本,季刊
J Non-Equil Thermody,Journal of Non-Equilibrium Thermodynamics,Q2,33,美国,季刊
Environ Behav,Environment and Behavior,Q1,40,,
Arh Hig Rada Toksiko,Arhiv Za Higijenu Rada I Toksikologiju-Archives of Industrial Hygiene and Toxicology,Q3/Q4,38,克罗地亚,季刊
Int J Mod Phys C,International Journal of Modern Physics C,Q3/Q4,138,新加坡,双月刊
Gastric Cancer,Gastric Cancer,Q1,131,日本,季刊
Top Lang Disord,Topics in Language Disorders,Q2/Q3,19,,
Brain Pathol,Brain Pathology,Q1,54,美国,季刊
Front Earth Sci-Prc,Frontiers of Earth Science,Q3,63,中国,
J Theor Appl El Comm,Journal of Theoretical and Applied Electronic Commerce Research,Q3,24,,
Acta Biochim Pol,Acta Biochimica Polonica,Q4,64,波兰,季刊
Mol Phylogenet Evol,Molecular Phylogenetics and Evolution,Q2,326,美国,月刊
Distrib Parallel Dat,Distributed and Parallel Databases,Q4,24,UNITED STATES,双月刊
Stud Comp Int Dev,Studies in Comparative International Development,Q3/Q4,22,,
Ann Epidemiol,Annals of Epidemiology,Q2,129,美国,月刊
J Physiol Sci,Journal of Physiological Sciences,Q2,102,日本,双月刊
Clin Appl Thromb-Hem,Clinical and Applied Thrombosis-Hemostasis,Q4,107,美国,季刊
Comp Educ Rev,Comparative Education Review,Q2,25,,
Nephrol Nurs J,Nephrology Nursing Journal,Q4,35,,双月刊
Brit J Neurosurg,British Journal of Neurosurgery,Q4,156,英国,双月刊
Mech Develop,Mechanisms of Development,Q3,26,荷兰,月刊
J Drug Issues,Journal of Drug Issues,Q4,46,,
J Phys-Condens Mat,Journal of Physics-Condensed Matter,Q2,743,英国,周刊
Int J Sports Sci Coa,International Journal of Sports Science & Coaching,Q4,75,,
Rand J Econ,Rand Journal of Economics,Q2,36,,
Comput Method Biomec,Computer Methods in Biomechanics and Biomedical Engineering,Q3/Q4,125,英国,双月刊
Acta Appl Math,Acta Applicandae Mathematicae,Q3,59,荷兰,月刊
Neurorehab Neural Re,Neurorehabilitation and Neural Repair,Q1,91,美国,季刊
Hispania-J Dev Inter,Hispania-A Journal Devoted to the Teaching of Spanish and Portuguese,Q3,38,,
Instrum Exp Tech+,Instruments and Experimental Techniques,Q4,157,俄国,双月刊
Brit J Manage,British Journal of Management,Q2,51,,
J Torrey Bot Soc,Journal of the Torrey Botanical Society,Q4,30,美国,季刊
Insect Biochem Molec,Insect Biochemistry and Molecular Biology,Q1/Q2,118,英国,月刊
J Corp Financ,Journal of Corporate Finance,Q1,103,,
