Journal,IF(2021)
Alcoholism Treatment Quarterly,N/A
Alexandria Journal of Medicine,N/A
Algebra & Discrete Mathematics,N/A
Alteridad-Revista de Educacion,N/A
Amaltea-Revista de MitocrItica,N/A
American Journal of Stem Cells,N/A
Annals of Corporate Governance,N/A
Annals of Medicine and Surgery,N/A
Annals of Pediatric Cardiology,N/A
Anuario de Estudios Americanos,N/A
Anuario de Estudios Medievales,N/A
ArDIn-Arte Diseno e Ingenieria,N/A
Arabian Journal of Mathematics,N/A
Arabic Sciences and Philosophy,N/A
Archivo Espanol de Arqueologia,N/A
Arqueologia de la Arquitectura,N/A
Korean Journal of Mathematics,N/A
LATIN AMERICAN THEATRE REVIEW,N/A
Lancet Regional Health-Europe,N/A
Leadership in Health Services,N/A
Library & Information History,N/A
Linguagem-Estudos e Pesquisas,N/A
Literacy and Numeracy Studies,N/A
Local and Regional Anesthesia,N/A
Magazine of Civil Engineering,N/A
Malaysian Orthopaedic Journal,N/A
Measuring Business Excellence,N/A
Medical Mycology Case Reports,N/A
Meditari Accountancy Research,N/A
Metaphor and the Social World,N/A
Middle East Journal of Cancer,N/A
Mineralogical Journal-Ukraine,N/A
Mir Rossii-Universe of Russia,N/A
Molecular & Cellular Oncology,N/A
Moral Philosophy and Politics,N/A
Moroccan Journal of Chemistry,N/A
NEUPHILOLOGISCHE MITTEILUNGEN,N/A
NINETEENTH-CENTURY LITERATURE,N/A
Nepal Journal of Epidemiology,N/A
Neuroscience of Consciousness,N/A
Nursing Research and Practice,N/A
Nursing and Midwifery Studies,N/A
Obradoiro de Historia Moderna,N/A
Ocular Oncology and Pathology,N/A
Oncology in Clinical Practice,N/A
Organizatsionnaya Psikologiya,N/A
Oriental Journal of Chemistry,N/A
Oxford Journal of Archaeology,N/A
PHILOSOPHY & SOCIAL CRITICISM,N/A
PUBLISHING RESEARCH QUARTERLY,N/A
Pensando-Revista de Filosofia,N/A
Pharmaceutical Patent Analyst,N/A
Pilot and Feasibility Studies,N/A
Politics and Religion Journal,N/A
Popular Entertainment Studies,N/A
Practical Laboratory Medicine,N/A
Precision and Future Medicine,N/A
Propositos y Representaciones,N/A
Psoriasis-Targets and Therapy,N/A
Quaderns-Revista de Traduccio,N/A
REVISTA CHILENA DE LITERATURA,N/A
REVISTA DE FILOLOGIA ESPANOLA,N/A
RUSSIAN STUDIES IN LITERATURE,N/A
RUSSIAN STUDIES IN PHILOSOPHY,N/A
Reading in a Foreign Language,N/A
Recherche en Soins Infirmiers,N/A
Review of Development Finance,N/A
Review of Financial Economics,N/A
Review of Middle East Studies,N/A
Revista Brasileira de Direito,N/A
Revista Clinica Contemporanea,N/A
Revista Colombiana de Quimica,N/A
Revista Comunicacao Midiatica,N/A
Revista Educacao e Linguagens,N/A
Revista Geografica Venezolana,N/A
Revista Gestao Organizacional,N/A
Revista Paulista de Pediatria,N/A
Revista Pensamiento Americano,N/A
Revista de Ciencias Agricolas,N/A
Revista de Estudios Andaluces,N/A
International Maritime Health,N/A
Investigaciones sobre Lectura,N/A
Ius Humani-Revista de Derecho,N/A
JOURNAL OF CHINESE PHILOSOPHY,N/A
JOURNAL OF ECUMENICAL STUDIES,N/A
JOURNAL OF GENERAL MANAGEMENT,N/A
JOURNAL OF LITERARY SEMANTICS,N/A
JOURNAL OF RELIGION IN AFRICA,N/A
JOURNAL OF THE EARLY REPUBLIC,N/A
Journal for Cultural Research,N/A
Journal of Advanced Academics,N/A
Journal of Africana Religions,N/A
Journal of Banking Regulation,N/A
Journal of Behavioral Science,N/A
Journal of Chemical Metrology,N/A
Journal of Childrens Services,N/A
Journal of College Counseling,N/A
Journal of Community Genetics,N/A
Journal of Community Practice,N/A
Journal of Composites Science,N/A
Journal of Cultural Geography,N/A
Journal of Curatorial Studies,N/A
Journal of Dynamics and Games,N/A
Journal of East-West Business,N/A
Journal of Education and Work,N/A
Journal of Electrical Systems,N/A
Journal of Empirical Theology,N/A
Journal of Family Social Work,N/A
Journal of Information Policy,N/A
Journal of Language Evolution,N/A
Journal of Leadership Studies,N/A
Journal of Learning Analytics,N/A
Journal of Logic and Analysis,N/A
Journal of Management Control,N/A
Journal of Management History,N/A
Journal of Marketing Channels,N/A
Journal of Mathematical Study,N/A
Journal of Media and Religion,N/A
Journal of Medical Humanities,N/A
Journal of Medical Ultrasound,N/A
Journal of Membrane Computing,N/A
Journal of Micro-Bio Robotics,N/A
Journal of Neurorestoratology,N/A
Journal of Patient Experience,N/A
Journal of Pediatric Epilepsy,N/A
Journal of Pediatric Genetics,N/A
Journal of Pediatric Research,N/A
Journal of Persianate Studies,N/A
Journal of Physics-Complexity,N/A
Journal of Popular Television,N/A
Journal of Power Technologies,N/A
Journal of Private Enterprise,N/A
Journal of Project Management,N/A
Journal of Public Procurement,N/A
Journal of Religion in Europe,N/A
Journal of Rheumatic Diseases,N/A
Journal of Slavic Linguistics,N/A
Journal of Structured Finance,N/A
Journal of Tax Administration,N/A
Journal of Urological Surgery,N/A
Journal of Vietnamese Studies,N/A
Journal of Workplace Learning,N/A
Journal of World Christianity,N/A
Jung Journal-Culture & Psyche,N/A
Byulleten Sibirskoy Meditsiny,N/A
CONTINENTAL PHILOSOPHY REVIEW,N/A
CUHSO-Cultura-Hombre-Sociedad,N/A
Cahiers des Ameriques Latines,N/A
Canadian Journal of Addiction,N/A
Case Reports in Endocrinology,N/A
Case Reports in Ophthalmology,N/A
Casopis za Suvremenu Povijest,N/A
Chilean Journal of Statistics,N/A
Cognitive Behaviour Therapist,N/A
Colloquy-Text Theory Critique,N/A
Communication & Society-Spain,N/A
Conexao-Comunicacao e Cultura,N/A
Control Theory and Technology,N/A
Critical Research on Religion,N/A
Critical Studies on Terrorism,N/A
Cuadernos de Historia Moderna,N/A
Current Breast Cancer Reports,N/A
Current Clinical Pharmacology,N/A
Current Ophthalmology Reports,N/A
Current Opinion in Physiology,N/A
Current Sexual Health Reports,N/A
Current Womens Health Reviews,N/A
Currents in Biblical Research,N/A
Curved and Layered Structures,N/A
Defence and Security Analysis,N/A
Didactica-Lengua y Literatura,N/A
Digest of Middle East Studies,N/A
EGYPTIAN JOURNAL OF CHEMISTRY,N/A
ETD Educacao Tematica Digital,N/A
Earth Systems and Environment,N/A
Economics and Business Review,N/A
English Teaching and Learning,N/A
Environmental Health Insights,N/A
Environnement Risques & Sante,N/A
Estudos de Linguistica Galega,N/A
Ethnobiology and Conservation,N/A
Eurasian Mathematical Journal,N/A
European Journal of Probation,N/A
Europes Journal of Psychology,N/A
FORUM FOR DEVELOPMENT STUDIES,N/A
Forest Science and Technology,N/A
Forests Trees and Livelihoods,N/A
Frontiers in Computer Science,N/A
Frontiers of History in China,N/A
Geo-Geography and Environment,N/A
Gynakologische Endokrinologie,N/A
Health Promotion Perspectives,N/A
Healthcare Technology Letters,N/A
Holocaust-Studii si Cercetari,N/A
Horizons in Biblical Theology,N/A
Hydrological Research Letters,N/A
IDP-Internet Law and Politics,N/A
IEEE Electrification Magazine,N/A
IIUM Medical Journal Malaysia,N/A
In die Skriflig-In Luce Verbi,N/A
Indian Journal of Anaesthesia,N/A
Indian Journal of Neurotrauma,N/A
Indonesia and the Malay World,N/A
Indonesian Biomedical Journal,N/A
Industrial Archaeology Review,N/A
Industry and Higher Education,N/A
International Journal of Play,N/A
International Journal of Yoga,N/A
Spatial Information Research,N/A
Spinal Cord Series and Cases,N/A
Statistics and Public Policy,N/A
Storia del Pensiero Politico,N/A
Studia Philosophica Kantiana,N/A
Studies in Chinese Religions,N/A
Symmetry-Culture and Science,N/A
TWENTIETH CENTURY LITERATURE,N/A
Taida Journal of Art History,N/A
Tbilisi Mathematical Journal,N/A
Technical Services Quarterly,N/A
Themata-Revista de Filosofia,N/A
Topicos-Revista de Filosofia,N/A
Tourism & Management Studies,N/A
Tourism Review International,N/A
Transactions on Data Privacy,N/A
Translational Animal Science,N/A
Tropical Medicine and Health,N/A
Turkish Journal of Education,N/A
Turkish Journal of Neurology,N/A
Turkish Journal of Pathology,N/A
Ukrainian Journal of Physics,N/A
Urbani Izziv-Urban Challenge,N/A
Victorian Historical Journal,N/A
Victorian Periodicals Review,N/A
Vietnam Journal of Chemistry,N/A
WESTERN HISTORICAL QUARTERLY,N/A
Wesley and Methodist Studies,N/A
World Journal of Engineering,N/A
World Journal of Orthopedics,N/A
Zeitschrift fur Katalanistik,N/A
AMERICAN JOURNAL OF PHILOLOGY,N/A
AMERICAN JOURNAL OF SEMIOTICS,N/A
ANTHROPOLOGY OF CONSCIOUSNESS,N/A
ARKANSAS HISTORICAL QUARTERLY,N/A
AUSTRALIAN HISTORICAL STUDIES,N/A
Accounting Historians Journal,N/A
Acta Colombiana de Psicologia,N/A
Activities Adaptation & Aging,N/A
Actualidad Juridica Ambiental,N/A
Actualizaciones en Osteologia,N/A
Advanced Optical Technologies,N/A
Advancements in Life Sciences,N/A
Advances in Materials Science,N/A
African Journal of Disability,N/A
Aging Medicine and Healthcare,N/A
American Literary Scholarship,N/A
Annals of Cardiac Anaesthesia,N/A
Annals of Financial Economics,N/A
Archaeological Reports-London,N/A
Archives of Civil Engineering,N/A
Archives of Hellenic Medicine,N/A
Archives of Orofacial Science,N/A
Archives of Pharmacy Practice,N/A
Arte y Politicas de Identidad,N/A
Asian Studies-Azijske Studije,N/A
Australasian Journal of Logic,N/A
BMJ Health & Care Informatics,N/A
BRITISH JOURNAL OF AESTHETICS,N/A
Babel-Litteratures Plurielles,N/A
Baltic Journal of Art History,N/A
Behavior Analysis in Practice,N/A
Biophysics and Physicobiology,N/A
Brazilian Journalism Research,N/A
Journal of Web Librarianship,N/A
Journal of Young Pharmacists,N/A
Journal of Youth Development,N/A
Language Dynamics and Change,N/A
Legal Information Management,N/A
Linguisticae Investigationes,N/A
Logic and Logical Philosophy,N/A
Magnetic Resonance in Solids,N/A
Makara Journal of Technology,N/A
Medical Journal of Indonesia,N/A
Medicina de Familia-SEMERGEN,N/A
Mental Health Review Journal,N/A
Minerva Respiratory Medicine,N/A
Modern & Contemporary France,N/A
Monash University Law Review,N/A
NORTH AMERICAN ARCHAEOLOGIST,N/A
Nature Conservation Research,N/A
New Armenian Medical Journal,N/A
Northern Clinics of Istanbul,N/A
Novoe Literaturnoe Obozrenie,N/A
Nursing-Research and Reviews,N/A
Obstetrician & Gynaecologist,N/A
PHILOSOPHICAL INVESTIGATIONS,N/A
Papers-Revista de Sociologia,N/A
Pedagogy Culture and Society,N/A
Persian Journal of Acarology,N/A
Philosophy and Public Issues,N/A
Police Practice and Research,N/A
Professional Case Management,N/A
Progress in Disaster Science,N/A
Psicoterapia e Scienze Umane,N/A
Psychoanalytic Psychotherapy,N/A
Psychologist-Manager Journal,N/A
Public Budgeting and Finance,N/A
Qualitative Research Journal,N/A
Quantitative Science Studies,N/A
Quantum Machine Intelligence,N/A
Quarterly Journal of Finance,N/A
REVUE DE LINGUISTIQUE ROMANE,N/A
REVUE THEOLOGIQUE DE LOUVAIN,N/A
RICERCHE DI STORIA DELL ARTE,N/A
Regional and Federal Studies,N/A
Review of Austrian Economics,N/A
Review of Behavioral Finance,N/A
Revista Boliviana de Derecho,N/A
Revista Chilena de Nutricion,N/A
Revista Cubana de Ingenieria,N/A
Revista Electronica de LEEME,N/A
Revista Pos Ciencias Sociais,N/A
Revista de Comunicacion-Peru,N/A
Revista de Cultura Teologica,N/A
Revista de Filologia Alemana,N/A
Revista de Gestao e Projetos,N/A
Russian Open Medical Journal,N/A
SCHMALENBACH BUSINESS REVIEW,N/A
SCOTTISH JOURNAL OF THEOLOGY,N/A
SCRIBLERIAN AND THE KIT-CATS,N/A
Sartre Studies International,N/A
Saudi Journal of Anaesthesia,N/A
Scandinavian Journal of Pain,N/A
Schools-Studies in Education,N/A
Sexual Health & Compulsivity,N/A
Sguardo-Rivista di Filosofia,N/A
Social Work in Mental Health,N/A
Imaging Science in Dentistry,N/A
In Situ-Revue de Patrimoines,N/A
Indian Journal of Nephrology,N/A
Infectious Disease Modelling,N/A
Information Security Journal,N/A
Innovative Surgical Sciences,N/A
International Energy Journal,N/A
International Public History,N/A
International Sports Studies,N/A
Iranian Journal of Catalysis,N/A
Istanbul Journal of Pharmacy,N/A
JAC-Antimicrobial Resistance,N/A
JOURNAL OF AMERICAN FOLKLORE,N/A
JOURNAL OF ARABIC LITERATURE,N/A
JOURNAL OF CHANGE MANAGEMENT,N/A
JOURNAL OF FIELD ARCHAEOLOGY,N/A
JOURNAL OF FOLKLORE RESEARCH,N/A
JOURNAL OF INDIAN PHILOSOPHY,N/A
JOURNAL OF MODERN LITERATURE,N/A
JOURNAL OF PHARMACY PRACTICE,N/A
JOURNAL OF RELIGIOUS HISTORY,N/A
Journal of Accounting Review,N/A
Journal of Cancer Prevention,N/A
Journal of Childhood Studies,N/A
Journal of Chinese Religions,N/A
Journal of Chinese Sociology,N/A
Journal of Christian Nursing,N/A
Journal of Classics Teaching,N/A
Journal of Clinical Sciences,N/A
Journal of Cognitive Science,N/A
Journal of Computer Security,N/A
Journal of Consumer Sciences,N/A
Journal of Disaster Research,N/A
Journal of Education Finance,N/A
Journal of Forensic Practice,N/A
Journal of Genocide Research,N/A
Journal of Greek Linguistics,N/A
Journal of Health Management,N/A
Journal of Hebrew Scriptures,N/A
Journal of Integer Sequences,N/A
Journal of Internet Commerce,N/A
Journal of Islamic Marketing,N/A
Journal of Labor and Society,N/A
Journal of Latin Linguistics,N/A
Journal of Levantine Studies,N/A
Journal of Livestock Science,N/A
Journal of Medical Biography,N/A
Journal of Nietzsche Studies,N/A
Journal of Non-Oxide Glasses,N/A
Journal of Object Technology,N/A
Journal of Pancreatic Cancer,N/A
Journal of Pastoral Theology,N/A
Journal of Pediatrics Review,N/A
Journal of Physics-Photonics,N/A
Journal of Political Ecology,N/A
Journal of Population Ageing,N/A
Journal of Property Research,N/A
Journal of Reformed Theology,N/A
Journal of Religion in Japan,N/A
Journal of Roman Archaeology,N/A
Journal of Smoking Cessation,N/A
Journal of Song-Yuan Studies,N/A
Journal of Transport History,N/A
Journal of Usability Studies,N/A
Boletim de Estudos Classicos,N/A
British and American Studies,N/A
Buletin Penelitian Kesehatan,N/A
C-Journal of Carbon Research,N/A
COMPARATIVE AMERICAN STUDIES,N/A
CONTEMPORARY CHINESE THOUGHT,N/A
CR-THE NEW CENTENNIAL REVIEW,N/A
Cahiers des Etudes Anciennes,N/A
Canadian Pharmacists Journal,N/A
Challenges in Sustainability,N/A
Chem-Bio Informatics Journal,N/A
Chemistry Journal of Moldova,N/A
Chung Wai Literary Quarterly,N/A
Classical Receptions Journal,N/A
Clinical Medicine & Research,N/A
Cogent Business & Management,N/A
Communication Law and Policy,N/A
Communication and the Public,N/A
Comparative Critical Studies,N/A
Comparative Economic Studies,N/A
Contemporary British History,N/A
Critical Studies on Security,N/A
Cuadernos Europeos de Deusto,N/A
Current Hypertension Reviews,N/A
Current Journal of Neurology,N/A
Current Orthopaedic Practice,N/A
Current Pathobiology Reports,N/A
Current Rheumatology Reviews,N/A
Current Traditional Medicine,N/A
DRUGS & THERAPY PERSPECTIVES,N/A
Data Science and Engineering,N/A
Deleuze and Guattari Studies,N/A
Derecho Penal y Criminologia,N/A
Dialog-A Journal of Theology,N/A
Digital Humanities Quarterly,N/A
Digital Library Perspectives,N/A
E-Ciencias de la Informacion,N/A
E-Learning and Digital Media,N/A
ENGLISH LITERARY RENAISSANCE,N/A
Early Popular Visual Culture,N/A
East European Jewish Affairs,N/A
Egyptian Journal of Agronomy,N/A
Eikasia-Revista de Filosofia,N/A
Endoscopy International Open,N/A
Engineering Journal-Thailand,N/A
Engineering Research Express,N/A
Espaces-Populations-Societes,N/A
Eurasian Journal of Medicine,N/A
European Integration Studies,N/A
Foresight and STI Governance,N/A
Frontiers in Robotics and AI,N/A
Frontiers of Optoelectronics,N/A
Gaceta Mexicana de Oncologia,N/A
Geodynamics & Tectonophysics,N/A
Geography and Sustainability,N/A
Gynecologic Oncology Reports,N/A
HISTORY OF POLITICAL THOUGHT,N/A
HUNTINGTON LIBRARY QUARTERLY,N/A
Heat Transfer-Asian Research,N/A
IEEE Control Systems Letters,N/A
IEEE Nanotechnology Magazine,N/A
IEICE Communications Express,N/A
INDUSTRIAL RELATIONS JOURNAL,N/A
INTERNATIONAL HISTORY REVIEW,N/A
REVUE DE MICROPALEONTOLOGIE,N/A
Railway Engineering Science,N/A
Recreational Sports Journal,N/A
Research in Dance Education,N/A
Research in Marine Sciences,N/A
Retail and Marketing Review,N/A
Review of Economic Analysis,N/A
Revista Economia y Sociedad,N/A
Revista Empresa y Humanismo,N/A
Revista Habitat Sustentable,N/A
Revista Universidad Empresa,N/A
Revista de Derecho Politico,N/A
Revista de Estudios Latinos,N/A
Revista de Filosofia Aurora,N/A
Revista de Filosofia-Madrid,N/A
Revista de Paz y Conflictos,N/A
Ricerche di Storia Politica,N/A
Romanian Statistical Review,N/A
STUDIES IN AMERICAN FICTION,N/A
Sign Language & Linguistics,N/A
Small Wars and Insurgencies,N/A
Smart Learning Environments,N/A
Society and Business Review,N/A
South Asian Popular Culture,N/A
Southern African Humanities,N/A
Speech Language and Hearing,N/A
Spektrum der Augenheilkunde,N/A
Sport Ethics and Philosophy,N/A
Statistics and Applications,N/A
Studia Ethnologica Croatica,N/A
Studies in Christian Ethics,N/A
Studies in Documentary Film,N/A
Team Performance Management,N/A
Teoria-Rivista di Filosofia,N/A
Thai Journal of Mathematics,N/A
Tire Science and Technology,N/A
Toronto Journal of Theology,N/A
Tourism Recreation Research,N/A
Tuna-Ajalookultuuri Ajakiri,N/A
WESTERN AMERICAN LITERATURE,N/A
WIREs Mechanisms of Disease,N/A
World Journal of Cardiology,N/A
World Journal of Hepatology,N/A
Wound Practice and Research,N/A
ZEITSCHRIFT FUR GERMANISTIK,N/A
ACS Chemical Health & Safety,N/A
ARCHIV FUR MUSIKWISSENSCHAFT,N/A
Acta Mechanica et Automatica,N/A
Activites-Revue Electronique,N/A
Advanced Biomedical Research,N/A
Africa Journal of Management,N/A
American Journal of Business,N/A
Anales de Filologia Francesa,N/A
Anales de Literatura Chilena,N/A
Ancient Near Eastern Studies,N/A
Antares-Letras e Humanidades,N/A
Architectural Science Review,N/A
Artificial Life and Robotics,N/A
Australasian Catholic Record,N/A
Australian Humanities Review,N/A
BULLETIN OF HISPANIC STUDIES,N/A
Balkan Journal of Philosophy,N/A
Berkeley Review of Education,N/A
Biofuel Research Journal-BRJ,N/A
Journal of Korean Religions,N/A
Journal of Language Contact,N/A
Journal of Law and Medicine,N/A
Journal of Law and Religion,N/A
Journal of Literary Studies,N/A
Journal of Mining Institute,N/A
Journal of Moravian History,N/A
Journal of Museum Education,N/A
Journal of Neutron Research,N/A
Journal of Oral Biosciences,N/A
Journal of Osseointegration,N/A
Journal of Pharmacopuncture,N/A
Journal of Physical Science,N/A
Journal of Physical Studies,N/A
Journal of Planning History,N/A
Journal of Practical Ethics,N/A
Journal of Science and Arts,N/A
Journal of Social Inclusion,N/A
Journal of Sports Analytics,N/A
Journal of Thyroid Research,N/A
Journal of Urban Management,N/A
Journal of Vascular Nursing,N/A
Journal of Vibroengineering,N/A
Journal of World Literature,N/A
Journal of Writing Research,N/A
